Conference,Score
Big Ten Conference,33.8
Big East Conference,33.7
Big 12 Conference,33.4
Southeastern Conference,33.0
Pacific-10 Conference,32.0
Atlantic Coast Conference,30.3
Independent,24.6
Mountain West Conference,20.8
Mid-American Conference,18.2
Conference USA,17.7
Western Athletic Conference,14.8
Sun Belt Conference,12.7
FCS,1.4
