Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,5,5,0,61.5,51.2,13.9
washington-state,13,13,0,47.6,32.7,8.5
arizona-state,51,50,-1,28.2,20.0,5.7
oregon-state,31,30,-1,36.7,31.7,9.7
ucla,34,34,0,33.6,26.4,8.2
california,38,37,-1,32.5,27.0,10.0
washington,48,47,-1,29.4,21.6,5.9
oregon,53,44,-9,27.3,20.8,7.9
arizona,85,85,0,12.2,1.8,4.2
stanford,92,91,-1,11.1,10.9,9.2
georgia,7,7,0,56.6,38.0,9.3
florida,33,33,0,34.5,24.4,10.1
tennessee,32,31,-1,36.5,27.7,8.1
kentucky,52,52,0,27.8,18.7,8.2
south-carolina,69,67,-2,21.1,17.6,6.0
vanderbilt,96,96,0,9.3,6.5,6.6
alabama,8,8,0,53.4,44.9,12.5
auburn,21,22,1,42.0,36.5,10.1
arkansas,22,14,-8,41.3,36.9,13.7
louisiana-state,29,25,-4,38.4,30.7,10.2
mississippi,58,56,-2,24.1,14.8,4.8
mississippi-state,88,86,-2,11.5,6.1,3.6
colorado,28,28,0,38.5,32.2,9.9
kansas-state,1,1,0,70.5,61.4,15.1
iowa-state,49,48,-1,29.1,24.3,9.4
nebraska,43,41,-2,31.2,31.6,12.0
missouri,57,58,1,24.2,24.6,8.7
kansas,111,111,0,3.5,-16.7,4.1
oklahoma,6,6,0,57.6,44.6,12.3
texas,11,11,0,51.0,37.3,9.5
texas-tech,36,35,-1,32.9,23.2,8.6
oklahoma-state,47,45,-2,30.3,20.8,6.3
texas-am,55,55,0,25.6,20.5,7.2
baylor,106,106,0,6.0,-11.6,4.3
ohio-state,3,3,0,64.9,42.8,10.3
iowa,4,4,0,64.0,48.0,11.1
michigan,15,16,1,45.8,35.9,8.4
penn-state,9,9,0,52.8,46.1,14.1
purdue,46,46,0,30.5,30.3,8.3
illinois,67,69,2,21.4,18.3,5.9
minnesota,45,53,8,31.1,22.2,7.0
wisconsin,35,36,1,33.1,28.8,7.0
michigan-state,80,81,1,13.4,5.1,6.9
indiana,101,102,1,7.4,-6.9,9.0
northwestern,103,103,0,6.9,-8.5,7.2
florida-state,16,17,1,45.5,39.6,11.2
maryland,14,15,1,46.2,34.7,11.1
virginia,40,40,0,31.9,21.5,6.7
north-carolina-state,19,20,1,44.0,31.6,7.9
clemson,59,59,0,24.1,14.8,6.1
georgia-tech,44,43,-1,31.1,24.6,7.7
wake-forest,42,51,9,31.3,28.4,9.5
north-carolina,98,98,0,8.9,-2.2,7.1
duke,94,94,0,10.1,9.6,10.9
miami-fl,2,2,0,66.4,45.2,11.5
west-virginia,17,18,1,45.0,38.8,12.0
pittsburgh,24,24,0,39.4,30.1,10.3
virginia-tech,18,19,1,44.7,38.3,11.7
boston-college,27,29,2,38.5,28.7,6.8
syracuse,73,73,0,16.5,13.3,5.6
temple,74,74,0,16.3,12.7,5.9
rutgers,112,112,0,2.9,-15.5,10.4
south-florida,20,21,1,42.9,27.8,8.5
notre-dame,12,12,0,49.6,35.4,10.0
connecticut,62,62,0,23.0,15.3,10.9
utah-state,102,101,-1,7.3,-12.5,4.8
troy,75,75,0,16.1,12.2,5.5
navy,97,97,0,9.0,5.2,5.5
colorado-state,25,26,1,38.7,24.1,7.8
new-mexico,66,66,0,21.6,12.4,4.2
air-force,26,27,1,38.6,31.1,10.7
san-diego-state,95,95,0,9.8,-3.1,4.4
utah,68,68,0,21.3,15.0,10.4
nevada-las-vegas,72,72,0,17.7,9.7,3.6
brigham-young,82,82,0,13.0,-0.9,9.5
wyoming,107,107,0,5.7,-7.9,5.9
texas-christian,23,23,0,40.3,24.3,10.4
cincinnati,56,57,1,24.3,17.9,8.9
louisville,60,60,0,23.4,13.4,7.8
southern-mississippi,64,65,1,21.7,10.2,5.4
tulane,71,71,0,19.3,2.0,5.9
alabama-birmingham,89,90,1,11.5,-4.5,6.3
east-carolina,87,88,1,11.7,0.5,5.0
houston,77,77,0,15.0,3.6,5.8
memphis,100,100,0,8.6,-3.1,4.5
army,117,117,0,0.8,-26.4,8.9
marshall,39,39,0,32.2,11.4,4.3
central-florida,61,61,0,23.3,10.6,3.8
miami-oh,54,54,0,26.1,15.7,5.9
ohio,79,79,0,13.6,5.6,9.2
akron,86,87,1,11.7,0.6,6.2
kent-state,104,104,0,6.7,-9.2,8.5
buffalo,114,114,0,1.5,-22.7,5.5
northern-illinois,41,42,1,31.4,19.5,9.2
toledo,37,38,1,32.6,22.7,5.6
bowling-green-state,30,32,2,37.0,23.0,9.2
ball-state,76,76,0,15.6,0.5,5.0
western-michigan,83,84,1,12.6,2.8,3.9
central-michigan,91,92,1,11.2,-0.8,3.6
eastern-michigan,118,118,0,0.0,-30.7,8.0
boise-state,10,10,0,51.2,32.4,11.7
hawaii,63,63,0,22.1,2.5,2.8
fresno-state,70,70,0,20.0,3.3,6.8
san-jose-state,93,93,0,10.7,-8.1,2.5
nevada,84,83,-1,12.6,-2.0,3.5
rice,78,78,0,13.7,3.5,4.6
louisiana-tech,99,99,0,8.7,-7.5,4.4
southern-methodist,105,105,0,6.1,-11.1,4.5
texas-el-paso,113,113,0,1.6,-24.2,7.2
tulsa,116,116,0,0.8,-26.4,7.7
north-texas,50,49,-1,28.5,17.7,6.7
new-mexico-state,65,64,-1,21.6,7.8,4.7
arkansas-state,90,89,-1,11.4,-6.4,9.5
middle-tennessee-state,81,80,-1,13.1,4.3,6.4
louisiana-lafayette,108,108,0,5.5,-13.2,5.5
louisiana-monroe,110,110,0,4.1,-17.4,9.6
idaho,109,109,0,4.9,-11.2,5.4
fcs,115,115,0,1.4,-21.3,5.0
