Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,30,30,0,43.5,28.3,11.4
washington-state,24,28,4,45.5,24.1,12.1
arizona-state,40,55,15,38.6,23.4,8.0
oregon-state,21,36,15,47.1,26.6,8.6
ucla,22,32,10,46.5,33.4,15.8
california,32,46,14,43.1,20.6,6.9
washington,51,70,19,33.5,23.0,8.8
oregon,16,10,-6,51.4,33.0,18.4
arizona,55,56,1,31.8,8.9,4.7
stanford,66,27,-39,27.7,25.1,17.0
georgia,37,29,-8,40.3,23.0,11.7
florida,34,2,-32,41.9,39.6,23.5
tennessee,11,16,5,54.1,37.1,16.5
kentucky,15,52,37,51.4,33.0,4.7
south-carolina,62,37,-25,28.6,13.1,11.3
vanderbilt,81,105,24,22.5,0.8,5.6
alabama,44,24,-20,37.0,29.8,14.0
auburn,43,71,28,38.4,32.7,8.8
arkansas,23,50,27,46.2,32.9,10.3
louisiana-state,53,62,9,32.2,20.2,11.7
mississippi,35,54,19,41.6,18.4,4.5
mississippi-state,90,91,1,19.2,4.0,3.8
colorado,39,60,21,39.1,34.2,16.2
kansas-state,5,13,8,59.8,45.6,20.8
iowa-state,28,41,13,44.6,34.0,12.5
nebraska,1,1,0,69.8,53.6,27.6
missouri,19,23,4,49.2,29.7,11.3
kansas,106,107,1,10.6,-12.4,6.2
oklahoma,17,9,-8,51.2,32.8,18.9
texas,20,15,-5,47.4,34.9,19.0
texas-tech,75,87,12,23.7,3.3,5.4
oklahoma-state,65,83,18,28.0,11.9,5.6
texas-am,38,39,1,39.7,15.4,9.6
baylor,79,108,29,22.7,1.2,7.7
ohio-state,8,7,-1,55.7,39.4,20.3
iowa,7,6,-1,58.0,42.8,18.8
michigan,18,21,3,49.8,30.6,15.1
penn-state,50,42,-8,33.6,11.9,7.9
purdue,45,26,-19,36.3,28.4,10.4
illinois,89,81,-8,19.8,15.3,12.0
minnesota,27,31,4,44.7,22.9,9.7
wisconsin,10,14,4,54.9,32.8,13.4
michigan-state,36,17,-19,41.5,18.1,13.0
indiana,70,49,-21,26.1,8.1,13.5
northwestern,111,106,-5,8.2,-19.5,11.4
florida-state,4,4,0,60.0,46.0,18.4
maryland,48,63,15,34.1,24.1,15.5
virginia,77,99,22,23.4,10.4,1.9
north-carolina-state,13,22,9,52.2,29.0,11.9
clemson,56,73,17,31.8,19.5,8.6
georgia-tech,12,19,7,53.4,36.0,13.3
wake-forest,64,76,12,28.2,12.3,8.5
north-carolina,58,79,21,30.3,16.4,9.9
duke,95,78,-17,16.5,-11.0,8.5
miami-fl,2,5,3,68.8,59.1,24.7
west-virginia,46,20,-26,35.8,27.5,12.2
pittsburgh,78,45,-33,23.0,2.0,8.7
virginia-tech,6,3,-3,58.8,44.1,20.8
boston-college,26,44,18,45.1,23.5,12.0
syracuse,91,74,-17,18.6,11.8,11.1
temple,82,59,-23,22.3,0.6,2.6
rutgers,118,118,0,0.0,-44.1,15.5
south-florida,25,33,8,45.4,24.1,8.9
notre-dame,9,8,-1,55.2,38.7,17.5
connecticut,102,103,1,13.5,-3.5,10.3
utah-state,98,101,3,15.3,1.7,2.5
troy,84,67,-17,21.6,20.8,9.5
navy,80,57,-23,22.5,0.9,8.2
colorado-state,41,25,-16,38.6,23.4,7.9
new-mexico,71,69,-2,25.0,14.2,6.3
air-force,14,11,-3,51.6,33.2,16.4
san-diego-state,92,82,-10,17.8,9.3,5.1
utah,3,12,9,60.8,47.0,17.2
nevada-las-vegas,61,84,23,29.0,13.8,7.8
brigham-young,31,18,-13,43.4,20.9,13.4
