Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,11,13,2,53.2,49.6,14.1
washington-state,16,20,4,49.9,34.7,8.2
arizona-state,38,32,-6,35.7,25.3,7.2
oregon-state,30,33,3,42.7,39.2,10.3
ucla,35,36,1,40.2,35.1,9.7
california,48,50,2,32.4,30.0,11.2
washington,63,61,-2,23.0,19.7,6.1
oregon,26,29,3,43.9,33.2,9.9
arizona,87,77,-10,14.2,6.8,4.5
stanford,79,71,-8,16.3,18.7,10.3
georgia,12,9,-3,51.5,36.8,9.2
florida,37,44,7,36.1,28.5,12.9
tennessee,40,51,11,35.1,30.0,10.4
kentucky,43,47,4,34.6,26.0,10.2
south-carolina,54,49,-5,29.4,24.4,7.2
vanderbilt,90,90,0,13.1,12.4,6.6
alabama,8,11,3,57.8,53.3,13.7
auburn,28,31,3,43.2,39.9,11.2
arkansas,18,18,0,49.3,54.3,16.4
louisiana-state,19,14,-5,48.3,42.2,12.1
mississippi,61,57,-4,25.4,17.0,4.8
mississippi-state,77,72,-5,16.7,9.9,3.3
colorado,29,21,-8,43.1,39.9,10.2
kansas-state,5,8,3,61.1,58.1,14.2
iowa-state,25,26,1,44.5,38.9,11.4
nebraska,34,23,-11,41.2,41.8,15.2
missouri,52,48,-4,30.2,35.1,10.5
kansas,109,106,-3,5.9,-9.5,4.0
oklahoma,1,1,0,71.4,55.5,13.8
texas,9,10,1,57.0,43.9,11.9
texas-tech,47,54,7,33.1,27.7,8.6
oklahoma-state,59,62,3,26.8,23.3,5.3
texas-am,49,40,-9,30.7,26.9,8.8
baylor,103,99,-4,8.5,-8.0,4.8
ohio-state,2,4,2,68.3,49.5,12.7
iowa,4,6,2,62.7,49.6,12.6
michigan,21,25,4,46.5,37.0,9.7
penn-state,22,24,2,46.4,45.1,13.4
purdue,53,53,0,29.9,34.6,8.8
illinois,68,65,-3,19.4,20.4,6.6
minnesota,33,19,-14,41.7,30.0,8.4
wisconsin,39,35,-4,35.7,32.2,8.4
michigan-state,85,74,-11,14.6,7.9,7.3
indiana,91,85,-6,13.1,3.7,8.2
northwestern,101,104,3,9.2,-4.3,9.3
florida-state,14,17,3,50.7,52.2,13.9
maryland,15,22,7,50.1,42.1,10.0
virginia,51,55,4,30.2,18.9,5.3
north-carolina-state,13,7,-6,51.5,35.4,9.2
clemson,57,59,2,28.2,22.1,7.3
georgia-tech,36,41,5,38.7,32.6,9.3
wake-forest,46,37,-9,33.5,36.8,9.7
north-carolina,99,93,-6,10.1,2.5,6.0
duke,88,88,0,13.6,17.3,10.7
miami-fl,3,5,2,64.0,46.6,15.1
west-virginia,23,27,4,46.3,45.1,10.7
pittsburgh,32,38,6,42.3,30.8,8.7
virginia-tech,6,2,-4,60.5,48.4,14.9
boston-college,44,56,12,34.4,28.8,8.0
syracuse,76,89,13,16.9,13.8,6.6
temple,74,68,-6,17.9,16.4,4.8
rutgers,111,111,0,4.5,-10.9,11.8
south-florida,27,34,7,43.9,35.6,7.7
notre-dame,7,3,-4,58.8,46.2,12.3
connecticut,83,97,14,15.0,8.8,7.6
utah-state,108,108,0,5.9,-12.4,5.7
troy,73,69,-4,18.2,20.7,6.6
navy,105,103,-2,8.0,1.7,5.7
colorado-state,24,30,6,45.2,33.0,7.3
new-mexico,66,66,0,20.1,13.2,4.9
air-force,31,15,-16,42.3,38.6,13.8
san-diego-state,93,81,-12,12.6,2.6,5.2
utah,78,75,-3,16.4,19.0,11.7
nevada-las-vegas,67,73,6,19.9,13.0,4.5
brigham-young,80,94,14,16.1,4.7,10.0
wyoming,102,100,-2,8.9,-1.4,5.5
texas-christian,20,28,8,46.7,32.0,7.5
cincinnati,64,63,-1,23.0,25.0,6.8
louisville,41,42,1,34.7,29.3,8.7
southern-mississippi,56,45,-11,28.8,19.2,6.0
tulane,65,64,-1,21.8,5.2,5.7
alabama-birmingham,94,96,2,12.6,-5.1,7.8
east-carolina,84,87,3,14.8,10.6,5.4
houston,69,78,9,19.0,7.7,5.8
