Conference,Score
Big 12 Conference,36.4
Southeastern Conference,35.7
Big Ten Conference,34.6
Big East Conference,34.3
Pacific-10 Conference,33.5
Atlantic Coast Conference,32.9
Independent,23.3
Mountain West Conference,22.1
Mid-American Conference,19.7
Conference USA,19.3
Western Athletic Conference,14.3
Sun Belt Conference,10.7
FCS,1.9
