Conference,Score
Pacific-10 Conference,40.9
Big 12 Conference,40.5
Big Ten Conference,39.0
Southeastern Conference,37.8
Atlantic Coast Conference,36.7
Mountain West Conference,34.6
Big East Conference,34.1
Independent,28.9
Conference USA,26.1
Mid-American Conference,22.6
Western Athletic Conference,18.8
Sun Belt Conference,13.5
FCS,3.4
