Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,11,24,13,52.3,47.2,15.2
washington-state,38,43,5,38.8,21.6,9.1
arizona-state,29,36,7,40.8,24.7,7.8
oregon-state,19,7,-12,47.2,34.3,11.6
ucla,33,40,7,40.2,27.7,12.5
california,46,29,-17,31.9,20.8,11.6
washington,42,42,0,33.9,17.7,8.0
oregon,20,21,1,47.1,26.2,13.3
arizona,54,51,-3,29.0,9.9,5.6
stanford,61,39,-22,26.7,25.8,12.7
georgia,18,27,9,47.2,26.4,9.1
florida,23,28,5,45.5,31.7,17.0
tennessee,41,31,-10,35.0,19.5,13.2
kentucky,30,20,-10,40.4,24.1,12.2
south-carolina,53,56,3,29.2,16.0,8.0
vanderbilt,94,89,-5,13.9,5.3,6.5
alabama,8,15,7,53.3,43.4,13.3
auburn,16,23,7,48.4,36.0,13.3
arkansas,25,6,-19,44.2,40.8,17.6
louisiana-state,28,32,4,41.6,30.0,9.8
mississippi,56,52,-4,28.3,8.8,5.4
mississippi-state,91,85,-6,14.9,3.1,2.8
colorado,44,46,2,33.3,30.1,12.4
kansas-state,4,3,-1,63.1,47.6,16.9
iowa-state,10,19,9,52.5,38.4,12.5
nebraska,35,17,-18,39.4,34.4,20.2
missouri,27,45,18,42.1,30.9,10.1
kansas,97,102,5,11.5,-10.6,5.1
oklahoma,6,9,3,56.5,38.7,14.6
texas,5,8,3,60.6,44.3,14.8
texas-tech,48,66,18,31.2,19.6,4.4
oklahoma-state,66,65,-1,24.6,12.6,4.5
texas-am,34,44,10,39.8,27.1,7.3
baylor,90,88,-2,15.0,-6.6,6.1
ohio-state,3,5,2,63.5,45.1,16.1
iowa,9,18,9,53.3,43.4,15.1
michigan,22,25,3,46.5,33.3,12.0
penn-state,26,10,-16,43.1,32.3,12.7
purdue,45,54,9,32.8,22.5,9.0
illinois,78,78,0,17.8,16.7,8.6
minnesota,36,22,-14,39.3,22.3,8.7
wisconsin,17,16,-1,48.2,25.4,10.7
michigan-state,60,63,3,27.4,12.7,9.5
indiana,75,68,-7,19.0,6.1,10.2
northwestern,98,96,-2,11.4,-10.9,11.9
florida-state,13,4,-9,51.6,40.9,16.7
maryland,55,60,5,28.6,15.0,11.3
virginia,65,67,2,25.0,8.4,4.2
north-carolina-state,15,14,-1,50.8,27.0,10.3
clemson,37,30,-7,38.9,25.7,8.8
georgia-tech,21,26,5,46.6,33.4,12.3
wake-forest,64,53,-11,25.5,20.9,6.7
north-carolina,77,76,-1,18.1,11.8,7.5
duke,83,97,14,16.3,0.1,6.6
miami-fl,2,1,-1,67.0,52.8,20.1
west-virginia,24,33,9,44.4,34.4,10.5
pittsburgh,43,59,16,33.6,13.9,7.3
virginia-tech,1,2,1,67.9,50.8,17.2
boston-college,31,37,6,40.3,27.9,10.2
syracuse,70,74,4,19.8,16.3,8.1
temple,92,86,-6,14.8,7.8,3.3
rutgers,109,113,4,5.6,-19.8,13.9
south-florida,57,47,-10,27.7,18.8,7.7
notre-dame,12,12,0,52.1,32.9,13.8
connecticut,85,81,-4,15.9,-0.8,9.3
utah-state,106,104,-2,7.5,-14.0,5.3
troy,88,77,-11,15.5,10.1,8.2
navy,101,94,-7,10.2,-9.3,6.3
colorado-state,32,35,3,40.2,23.7,8.2
new-mexico,80,69,-11,16.6,5.1,5.8
air-force,7,11,4,54.3,35.8,14.9
san-diego-state,107,105,-2,7.1,-4.8,5.2
utah,51,41,-10,29.5,29.7,14.8
nevada-las-vegas,76,79,3,18.4,12.4,5.7
brigham-young,58,55,-3,27.6,18.7,9.6
wyoming,113,112,-1,4.6,-18.0,5.0
texas-christian,49,49,0,30.0,11.4,3.8
cincinnati,62,73,11,26.6,16.7,4.0
louisville,40,50,10,35.2,26.9,9.1
southern-mississippi,39,38,-1,35.9,17.3,7.8
tulane,96,93,-3,11.8,-10.0,4.8
alabama-birmingham,93,100,7,14.5,-3.9,9.2
east-carolina,95,84,-11,13.6,-0.4,6.3
houston,73,80,7,19.2,1.9,6.6
memphis,89,75,-14,15.5,-1.7,5.4
army,114,116,2,2.6,-26.0,13.9
marshall,63,61,-2,25.9,8.9,4.4
central-florida,82,95,13,16.3,6.9,5.1
miami-oh,59,64,5,27.6,13.1,7.0
ohio,103,109,6,9.5,-7.9,10.6
akron,110,110,0,5.2,-13.2,5.9
kent-state,67,62,-5,22.1,13.3,5.7
buffalo,111,107,-4,5.1,-21.3,9.1
northern-illinois,71,91,20,19.7,7.7,3.0
toledo,50,34,-16,29.9,17.2,7.9
bowling-green-state,14,13,-1,51.6,35.6,10.6
ball-state,86,98,12,15.8,-5.0,4.8
western-michigan,84,82,-2,16.0,6.1,2.0
central-michigan,68,57,-11,21.0,1.3,4.1
eastern-michigan,117,117,0,1.0,-34.4,13.8
boise-state,47,48,1,31.4,13.7,6.4
hawaii,52,58,6,29.2,10.2,3.7
fresno-state,74,83,9,19.1,6.5,8.4
san-jose-state,72,87,15,19.5,-1.4,2.9
nevada,69,70,1,19.9,3.2,2.3
rice,99,99,0,10.5,5.5,6.1
louisiana-tech,79,72,-7,17.6,3.0,3.3
southern-methodist,108,108,0,5.6,-11.2,7.2
texas-el-paso,112,106,-6,5.1,-21.4,8.7
tulsa,116,115,-1,1.0,-32.2,11.9
north-texas,87,90,3,15.6,10.1,3.7
new-mexico-state,81,71,-10,16.6,7.6,4.9
arkansas-state,105,111,6,8.9,-18.8,9.9
middle-tennessee-state,102,92,-10,10.1,4.0,7.0
louisiana-lafayette,100,101,1,10.4,-8.8,7.2
louisiana-monroe,118,118,0,0.0,-36.5,12.2
idaho,104,103,-1,9.0,-9.6,7.5
fcs,115,114,-1,2.5,-20.5,8.4
