Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,5,5,0,62.0,51.7,14.1
washington-state,13,14,1,48.1,33.1,8.6
arizona-state,50,46,-4,28.6,20.3,5.9
oregon-state,30,24,-6,37.2,32.1,10.0
ucla,34,38,4,34.0,26.8,8.4
california,37,37,0,32.8,27.2,10.2
washington,47,44,-3,29.8,22.0,6.0
oregon,44,42,-2,30.5,23.2,8.0
arizona,85,84,-1,12.5,2.2,4.1
stanford,91,90,-1,11.3,11.3,9.2
georgia,7,7,0,57.3,38.5,9.3
florida,33,34,1,34.9,24.8,10.3
tennessee,31,30,-1,37.1,28.3,8.3
kentucky,52,51,-1,28.3,19.3,8.4
south-carolina,67,68,1,21.5,18.1,6.1
vanderbilt,96,96,0,9.5,6.8,6.7
alabama,8,8,0,54.1,45.6,12.9
auburn,22,22,0,42.6,37.2,10.3
arkansas,14,15,1,46.2,40.3,14.1
louisiana-state,25,27,2,39.0,31.3,10.4
mississippi,56,64,8,24.6,15.4,5.0
mississippi-state,86,86,0,11.9,7.0,3.7
colorado,28,23,-5,38.7,32.3,10.2
kansas-state,1,1,0,70.8,61.5,15.3
iowa-state,48,47,-1,29.3,24.2,9.5
nebraska,41,35,-6,31.4,31.7,12.2
missouri,58,57,-1,24.3,24.5,8.9
kansas,111,111,0,3.6,-16.7,3.9
oklahoma,6,6,0,57.9,44.6,12.6
texas,11,11,0,51.2,37.3,9.7
texas-tech,35,36,1,33.1,23.1,8.8
oklahoma-state,45,48,3,30.5,20.8,6.4
texas-am,55,55,0,25.8,20.5,7.3
baylor,106,106,0,6.1,-11.6,4.3
ohio-state,3,3,0,64.6,42.2,10.6
iowa,4,4,0,63.6,47.3,11.4
michigan,16,17,1,45.5,35.1,8.6
penn-state,9,9,0,52.7,45.6,14.3
purdue,46,45,-1,30.2,29.3,8.5
illinois,69,69,0,21.3,17.6,6.0
minnesota,53,53,0,27.9,18.5,7.1
wisconsin,36,41,5,32.9,28.2,7.2
michigan-state,81,82,1,13.3,4.3,6.9
indiana,102,102,0,7.4,-7.4,8.9
northwestern,103,104,1,6.8,-9.3,7.4
florida-state,17,18,1,45.4,39.1,11.5
maryland,15,16,1,46.1,34.2,11.3
virginia,40,50,10,31.8,21.0,6.6
north-carolina-state,20,20,0,43.8,31.1,8.1
clemson,59,59,0,24.0,14.3,6.1
georgia-tech,43,43,0,31.0,24.1,7.8
wake-forest,51,52,1,28.5,25.9,9.7
north-carolina,98,100,2,8.9,-2.7,7.0
duke,94,95,1,10.0,9.0,11.2
miami-fl,2,2,0,66.7,45.2,11.9
west-virginia,18,12,-6,45.1,38.6,12.3
pittsburgh,24,31,7,39.5,30.0,10.3
virginia-tech,19,19,0,44.8,38.2,12.0
boston-college,29,32,3,38.6,28.6,7.0
syracuse,73,73,0,16.6,13.2,5.8
temple,74,75,1,16.4,12.7,6.1
rutgers,112,112,0,2.9,-15.6,10.6
south-florida,21,21,0,43.4,28.1,8.7
notre-dame,12,13,1,49.6,35.1,10.2
connecticut,62,65,3,23.1,15.1,10.9
utah-state,101,101,0,7.4,-12.4,4.8
troy,75,74,-1,16.3,12.5,5.6
navy,97,98,1,8.9,4.7,5.5
colorado-state,26,26,0,38.9,24.1,8.0
new-mexico,66,62,-4,21.7,12.4,4.3
air-force,27,28,1,38.8,31.0,11.0
san-diego-state,95,94,-1,9.9,-3.0,4.4
utah,68,67,-1,21.5,14.9,10.5
nevada-las-vegas,72,71,-1,17.8,9.7,3.7
brigham-young,82,81,-1,13.2,-0.9,9.5
wyoming,107,107,0,5.8,-7.8,6.1
texas-christian,23,25,2,40.5,24.2,10.6
cincinnati,57,58,1,24.4,17.8,9.1
louisville,60,60,0,23.5,13.3,7.8
southern-mississippi,65,63,-2,21.8,10.2,5.3
tulane,71,72,1,19.4,2.0,6.0
alabama-birmingham,90,91,1,11.6,-4.5,6.4
east-carolina,88,88,0,11.7,0.2,5.0
houston,77,77,0,15.1,3.5,5.9
memphis,100,99,-1,8.8,-3.1,4.5
army,117,117,0,0.8,-26.5,9.1
marshall,39,39,0,32.3,11.2,4.4
central-florida,61,61,0,23.3,10.4,3.8
miami-oh,54,54,0,26.1,15.4,6.1
ohio,79,79,0,13.7,5.4,9.4
akron,87,89,2,11.7,0.2,6.3
kent-state,104,103,-1,6.7,-9.5,8.2
buffalo,114,114,0,1.5,-23.2,5.6
northern-illinois,42,40,-2,31.3,19.0,9.4
toledo,38,33,-5,32.5,22.2,5.7
bowling-green-state,32,29,-3,37.0,22.8,9.4
ball-state,76,76,0,15.6,0.1,5.1
western-michigan,84,85,1,12.6,2.4,3.9
central-michigan,92,92,0,11.3,-1.0,3.6
eastern-michigan,118,118,0,0.0,-31.1,8.2
boise-state,10,10,0,51.8,32.7,11.8
hawaii,63,56,-7,22.4,2.6,2.7
fresno-state,70,70,0,20.4,3.5,6.9
san-jose-state,93,93,0,10.8,-8.0,2.5
nevada,83,83,0,12.8,-1.9,3.4
rice,78,78,0,13.8,3.4,4.7
louisiana-tech,99,97,-2,8.8,-7.5,4.0
southern-methodist,105,105,0,6.2,-11.1,4.5
texas-el-paso,113,113,0,1.7,-24.1,7.2
tulsa,116,116,0,0.9,-26.3,7.9
north-texas,49,49,0,28.8,17.9,6.7
new-mexico-state,64,66,2,22.0,8.0,4.9
arkansas-state,89,87,-2,11.6,-6.3,9.6
middle-tennessee-state,80,80,0,13.4,4.6,6.5
louisiana-lafayette,108,108,0,5.6,-13.1,5.6
louisiana-monroe,110,110,0,4.3,-17.2,9.8
idaho,109,109,0,5.1,-10.8,5.6
fcs,115,115,0,1.4,-21.3,5.1
