Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,7,30,23,55.4,44.9,11.2
washington-state,43,24,-19,35.0,23.1,10.9
arizona-state,39,40,1,37.5,21.8,8.7
oregon-state,17,21,4,47.7,28.5,9.8
ucla,14,22,8,48.9,35.2,14.5
california,20,32,12,46.3,26.6,9.5
washington,52,51,-1,29.8,21.4,9.0
oregon,16,16,0,48.3,29.4,16.2
arizona,35,55,20,38.0,18.7,4.2
stanford,42,66,24,35.3,32.3,14.7
georgia,29,37,8,42.7,25.8,10.5
florida,38,34,-4,37.6,27.6,20.5
tennessee,12,11,-1,50.5,37.5,15.5
kentucky,23,15,-8,44.6,24.2,12.8
south-carolina,67,62,-5,23.0,15.4,9.8
vanderbilt,89,81,-8,17.3,2.1,5.9
alabama,28,44,16,43.2,37.4,12.9
auburn,31,43,12,42.1,35.5,11.7
arkansas,6,23,17,58.9,50.2,11.9
louisiana-state,37,53,16,37.7,27.7,10.3
mississippi,56,35,-21,27.9,10.6,6.5
mississippi-state,69,90,21,22.4,6.6,3.3
colorado,58,39,-19,25.8,22.1,15.0
kansas-state,5,5,0,59.3,44.9,19.4
iowa-state,22,28,6,45.8,35.1,13.1
nebraska,13,1,-12,49.3,40.7,24.8
missouri,46,19,-27,33.7,20.7,12.2
kansas,101,106,5,11.8,-10.7,6.0
oklahoma,8,17,9,55.2,39.1,16.6
texas,10,20,10,51.7,39.3,16.9
texas-tech,57,75,18,27.8,10.4,5.0
oklahoma-state,71,65,-6,22.0,13.0,5.1
texas-am,40,38,-2,36.6,16.7,8.4
baylor,92,79,-13,15.8,-1.3,7.4
ohio-state,4,8,4,61.2,47.4,18.2
iowa,27,7,-20,43.2,37.4,17.8
michigan,33,18,-15,39.8,31.5,13.7
penn-state,18,50,32,47.0,32.3,6.8
purdue,44,45,1,34.6,22.4,10.9
illinois,63,89,26,24.4,18.6,10.4
minnesota,24,27,3,44.5,24.1,9.3
wisconsin,19,10,-9,46.4,23.7,13.1
michigan-state,53,36,-17,28.8,12.2,11.3
indiana,82,70,-12,19.8,8.1,12.1
northwestern,105,111,6,8.0,-19.6,12.9
florida-state,1,4,3,62.8,49.7,18.2
maryland,64,48,-16,24.1,18.1,13.5
virginia,74,77,3,21.5,11.9,3.7
north-carolina-state,11,13,2,50.9,29.7,11.6
clemson,36,56,20,37.7,27.8,8.1
georgia-tech,32,12,-20,40.8,33.2,13.8
wake-forest,66,64,-2,23.5,16.7,7.4
north-carolina,81,58,-23,20.0,8.4,8.8
duke,102,95,-7,10.7,-13.2,7.5
miami-fl,2,2,0,62.5,49.3,23.9
west-virginia,41,46,5,36.3,25.3,11.9
pittsburgh,59,78,19,25.6,6.7,8.7
virginia-tech,3,6,3,61.8,48.3,19.1
boston-college,26,26,0,43.8,27.5,11.1
syracuse,76,91,15,21.0,10.8,9.7
temple,85,82,-3,19.2,6.5,2.7
rutgers,113,118,5,2.7,-31.9,16.9
south-florida,47,25,-22,32.3,18.3,9.2
notre-dame,9,9,0,52.1,34.7,16.5
connecticut,90,102,12,17.0,1.4,9.6
utah-state,99,98,-1,12.1,-10.0,2.8
troy,65,84,19,23.7,17.1,9.7
navy,78,80,2,20.7,3.1,7.2
colorado-state,34,41,7,38.4,23.2,8.8
new-mexico,54,71,17,27.9,17.6,6.0
air-force,15,14,-1,48.4,34.3,15.9
san-diego-state,100,92,-8,11.9,3.5,4.7
utah,30,3,-27,42.6,36.3,17.9
nevada-las-vegas,75,61,-14,21.2,11.1,6.9
brigham-young,48,31,-17,31.7,17.2,11.6
wyoming,106,105,-1,6.9,-13.9,5.6
texas-christian,61,67,6,25.0,5.5,4.4
cincinnati,73,57,-16,21.6,4.9,3.5
louisville,60,47,-13,25.4,21.1,10.1
southern-mississippi,25,33,8,44.3,23.8,8.3
tulane,80,59,-21,20.6,-2.2,5.5
alabama-birmingham,94,74,-20,15.3,-2.5,6.9
east-carolina,88,101,13,17.4,2.3,7.6
houston,72,85,13,21.6,-0.4,7.8
memphis,91,72,-19,16.1,-0.7,5.5
army,118,107,-11,0.0,-38.2,6.6
marshall,70,49,-21,22.4,6.6,5.3
central-florida,93,99,6,15.3,7.8,6.2
miami-oh,79,52,-27,20.6,9.8,8.5
ohio,108,113,5,6.8,-14.4,11.5
akron,109,103,-6,6.8,-14.5,4.2
kent-state,49,63,14,31.5,16.9,5.3
buffalo,107,104,-3,6.8,-22.3,10.8
northern-illinois,84,86,2,19.5,7.3,2.8
toledo,45,29,-16,33.8,20.9,9.1
bowling-green-state,21,42,21,45.8,30.5,9.3
ball-state,97,96,-1,12.6,-13.0,1.4
western-michigan,87,83,-4,18.2,4.3,1.0
