Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,8,11,3,54.0,50.9,14.0
washington-state,15,16,1,49.1,35.4,8.5
arizona-state,46,38,-8,29.5,22.1,7.1
oregon-state,33,30,-3,36.8,37.4,10.5
ucla,27,35,8,41.4,37.4,9.5
california,37,48,11,34.6,33.5,11.0
washington,59,63,4,24.4,21.7,5.9
oregon,32,26,-6,37.5,31.3,9.6
arizona,91,87,-4,11.0,3.6,4.3
stanford,86,79,-7,13.6,17.1,10.0
georgia,14,12,-2,49.3,35.7,9.4
florida,36,37,1,35.3,27.9,12.4
tennessee,48,40,-8,29.4,27.6,10.0
kentucky,45,43,-2,30.1,25.6,9.9
south-carolina,55,54,-1,25.3,23.6,7.1
vanderbilt,90,90,0,11.2,12.2,6.9
alabama,7,8,1,54.5,49.3,14.0
auburn,26,28,2,42.3,38.8,11.2
arkansas,13,18,5,49.4,53.3,16.3
louisiana-state,18,19,1,47.0,40.9,12.2
mississippi,64,61,-3,22.0,16.9,4.9
mississippi-state,83,77,-6,15.1,12.2,3.4
colorado,24,29,5,44.5,42.2,10.3
kansas-state,2,5,3,63.6,62.1,14.2
iowa-state,34,25,-9,36.8,34.3,11.1
nebraska,29,34,5,41.0,41.4,14.6
missouri,57,52,-5,25.1,31.5,10.5
kansas,110,109,-1,4.4,-10.6,3.8
oklahoma,5,1,-4,60.0,51.0,14.1
texas,6,9,3,54.8,42.7,11.6
texas-tech,40,47,7,33.1,28.2,9.0
oklahoma-state,62,59,-3,22.9,22.7,5.8
texas-am,42,49,7,31.8,28.6,8.5
baylor,104,103,-1,7.3,-6.6,4.6
ohio-state,1,2,1,65.2,48.3,12.5
iowa,4,4,0,61.0,49.3,12.4
michigan,17,21,4,47.2,39.1,9.5
penn-state,20,22,2,46.7,45.7,13.8
purdue,53,53,0,26.1,33.9,9.0
illinois,65,68,3,21.3,22.8,6.5
minnesota,35,33,-2,35.3,28.0,8.2
wisconsin,47,39,-8,29.5,28.2,8.3
michigan-state,71,85,14,16.7,11.9,7.2
indiana,98,91,-7,9.1,-1.6,8.0
northwestern,103,101,-2,7.3,-5.1,8.9
florida-state,12,14,2,49.4,49.9,13.7
maryland,16,15,-1,48.7,41.1,11.0
virginia,58,51,-7,25.1,16.8,5.7
north-carolina-state,22,13,-9,45.8,35.5,9.2
clemson,50,57,7,29.1,24.0,7.0
georgia-tech,38,36,-2,34.4,33.2,9.0
wake-forest,43,46,3,31.5,36.1,10.3
north-carolina,101,99,-2,7.5,-0.8,6.1
duke,87,88,1,12.5,16.8,11.4
miami-fl,3,3,0,63.2,47.7,14.5
west-virginia,19,23,4,46.7,45.7,11.5
pittsburgh,31,32,1,40.0,29.0,9.6
virginia-tech,10,6,-4,49.9,42.8,14.3
boston-college,49,44,-5,29.2,27.2,7.9
syracuse,67,76,9,19.2,17.7,6.3
temple,76,74,-2,16.1,18.0,5.3
rutgers,111,111,0,3.6,-11.4,11.8
south-florida,30,27,-3,40.6,31.6,8.6
notre-dame,9,7,-2,53.9,41.6,12.2
connecticut,74,83,9,16.4,11.1,8.0
utah-state,107,108,1,6.5,-10.2,5.6
troy,69,73,4,18.8,20.0,6.6
navy,100,105,5,7.6,5.8,5.6
colorado-state,25,24,-1,42.4,32.3,7.9
new-mexico,66,66,0,20.3,13.5,4.7
air-force,28,31,3,41.3,37.2,13.3
san-diego-state,94,93,-1,10.4,2.0,4.9
utah,70,78,8,17.8,19.2,11.5
nevada-las-vegas,75,67,-8,16.2,10.9,4.3
brigham-young,78,80,2,15.9,4.7,9.9
wyoming,105,102,-3,7.1,-2.2,6.0
texas-christian,23,20,-3,45.6,32.2,9.0
cincinnati,56,64,8,25.2,27.6,7.7
louisville,51,41,-10,29.1,27.1,8.7
southern-mississippi,52,56,4,27.8,18.1,5.8
tulane,68,65,-3,18.9,6.1,6.0
alabama-birmingham,92,94,2,10.8,-3.6,7.6
east-carolina,82,84,2,15.1,9.2,5.5
houston,73,69,-4,16.5,8.8,6.0
memphis,99,104,5,7.8,0.3,5.0
army,116,116,0,1.3,-18.4,10.5
marshall,54,55,1,25.5,11.2,5.3
central-florida,77,81,4,15.9,7.4,4.0
miami-oh,41,42,1,32.0,22.7,6.7
ohio,81,86,5,15.2,8.4,9.4
akron,102,100,-2,7.5,-0.9,5.9
kent-state,96,92,-4,9.7,0.1,5.1
buffalo,114,114,0,1.5,-20.2,6.6
northern-illinois,39,45,6,33.4,24.9,8.7
toledo,44,50,6,30.4,22.4,6.1
bowling-green-state,21,10,-11,46.1,32.9,11.1
ball-state,85,82,-3,13.8,2.9,4.5
western-michigan,88,95,7,11.5,5.3,4.6
central-michigan,84,71,-13,14.7,7.2,3.7
eastern-michigan,118,118,0,0.0,-27.0,10.0
boise-state,11,17,6,49.8,36.4,9.8
hawaii,60,60,0,24.0,7.6,2.9
fresno-state,79,75,-4,15.8,4.6,7.7
san-jose-state,89,98,9,11.4,-2.6,2.5
nevada,72,72,0,16.6,6.3,3.5
rice,80,70,-10,15.3,8.7,5.4
louisiana-tech,93,89,-4,10.6,0.7,2.9
southern-methodist,109,110,1,4.5,-6.2,5.3
texas-el-paso,112,113,1,2.3,-18.9,8.4
tulsa,117,117,0,0.9,-22.9,9.4
north-texas,61,62,1,23.0,19.0,5.5
new-mexico-state,63,58,-5,22.6,12.5,5.6
arkansas-state,97,97,0,9.3,-5.7,8.9
middle-tennessee-state,95,96,1,10.3,6.5,7.7
louisiana-lafayette,106,107,1,6.8,-8.1,6.4
louisiana-monroe,113,112,-1,2.2,-19.3,10.4
idaho,108,106,-2,5.8,-6.6,6.1
fcs,115,115,0,1.3,-17.8,6.1
