Conference,Score
Pacific-10 Conference,39.9
Southeastern Conference,38.5
Big Ten Conference,37.9
Big 12 Conference,37.7
Big East Conference,34.7
Atlantic Coast Conference,34.1
Mountain West Conference,26.5
Independent,24.9
Conference USA,20.4
Mid-American Conference,19.6
Western Athletic Conference,16.5
Sun Belt Conference,11.5
FCS,2.5
