Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,7,4,-3,64.5,41.9,14.1
florida,19,17,-2,48.6,23.8,9.4
missouri,41,66,25,39.5,17.7,3.7
kentucky,46,27,-19,37.5,23.0,7.9
tennessee,56,41,-15,33.5,14.0,7.1
south-carolina,58,37,-21,33.3,13.7,6.0
vanderbilt,118,121,3,13.3,-14.6,5.7
alabama,1,2,1,82.1,44.3,12.4
texas-am,15,14,-1,51.7,21.4,7.0
auburn,27,33,6,45.5,20.7,10.8
louisiana-state,37,57,20,42.6,24.0,15.1
mississippi,92,85,-7,24.1,10.9,5.0
mississippi-state,86,93,7,25.4,6.6,7.8
arkansas,55,54,-1,33.9,6.5,9.2
buffalo,54,53,-1,34.9,8.6,2.9
kent-state,99,100,1,22.7,-15.9,5.3
miami-oh,91,94,3,24.8,-11.7,3.9
ohio,67,71,4,29.7,-2.0,0.7
akron,130,129,-1,2.7,-55.9,18.5
bowling-green-state,124,125,1,11.6,-38.1,12.6
ball-state,71,76,5,29.1,-3.0,1.0
toledo,97,98,1,22.8,-15.7,5.2
western-michigan,72,77,5,28.9,-3.4,1.1
central-michigan,80,83,3,27.5,-6.3,2.1
eastern-michigan,102,103,1,21.2,-18.8,6.2
northern-illinois,105,105,0,20.8,-19.8,6.5
oklahoma,22,39,17,46.7,22.7,7.7
iowa-state,36,21,-15,43.5,17.0,4.8
oklahoma-state,8,5,-3,64.3,24.4,9.1
texas,30,43,13,44.4,18.6,8.8
texas-christian,85,68,-17,25.7,7.3,5.1
west-virginia,47,24,-23,37.4,6.0,7.0
kansas-state,25,34,9,46.1,8.0,4.8
texas-tech,83,107,24,26.4,-1.8,4.9
baylor,74,49,-25,28.9,6.1,6.0
kansas,127,126,-1,8.2,-24.6,7.2
ohio-state,5,8,3,68.6,53.0,19.6
indiana,31,48,17,44.1,12.3,3.5
penn-state,42,18,-24,38.3,34.5,12.0
maryland,112,70,-42,16.5,-20.0,0.6
michigan,11,25,14,60.5,39.5,9.7
rutgers,53,106,53,35.2,-2.7,6.7
michigan-state,100,46,-54,22.4,-5.3,4.1
northwestern,18,63,45,48.6,19.7,0.5
iowa,64,35,-29,30.3,14.6,6.9
wisconsin,12,16,4,58.6,36.5,12.5
minnesota,77,36,-41,28.7,10.4,6.9
nebraska,63,52,-11,30.7,15.4,3.0
purdue,49,81,32,37.2,0.7,1.9
illinois,94,78,-16,23.3,-3.0,1.4
clemson,2,1,-1,77.7,35.9,13.7
notre-dame,4,6,2,70.5,29.3,8.9
north-carolina-state,43,23,-20,38.1,2.2,6.4
boston-college,52,65,13,35.2,-2.5,4.7
wake-forest,40,50,10,39.9,10.5,5.4
louisville,89,108,19,25.1,1.5,2.9
florida-state,103,95,-8,21.2,-8.3,5.5
syracuse,117,123,6,13.4,-16.7,6.1
miami-fl,14,12,-2,53.4,15.1,6.9
north-carolina,13,22,9,54.1,19.8,6.2
pittsburgh,76,59,-17,28.7,1.9,4.3
virginia-tech,29,15,-14,44.8,19.4,7.0
virginia,96,89,-7,22.9,7.5,4.1
georgia-tech,108,102,-6,18.3,-15.5,4.8
duke,109,114,5,17.7,-2.2,2.7
cincinnati,9,13,4,63.6,23.5,5.1
tulsa,26,38,12,45.8,18.9,7.3
memphis,24,28,4,46.2,12.6,5.6
central-florida,34,42,8,43.9,17.7,7.4
southern-methodist,23,10,-13,46.2,4.8,6.6
houston,38,44,6,42.4,12.9,6.3
navy,73,58,-15,28.9,-3.4,3.6
tulane,81,60,-21,27.4,7.3,5.5
east-carolina,107,111,4,19.5,-9.2,5.4
temple,95,90,-5,23.2,-7.2,2.9
south-florida,120,119,-1,13.1,-17.5,6.8
coastal-carolina,17,19,2,49.9,2.9,5.5
appalachian-state,16,26,10,51.0,20.3,5.5
georgia-southern,61,51,-10,31.3,-4.9,5.4
georgia-state,57,79,22,33.4,5.4,6.0
troy,78,61,-17,28.4,-10.2,5.9
louisiana-lafayette,21,29,8,46.9,9.1,5.6
south-alabama,90,101,11,24.8,-16.6,6.8
arkansas-state,87,73,-14,25.4,-10.5,5.1
texas-state,123,124,1,11.8,-18.1,7.1
louisiana-monroe,128,128,0,4.2,-40.2,14.4
oregon,32,31,-1,44.0,26.8,8.8
washington,45,45,0,37.5,13.8,4.6
stanford,79,82,3,27.8,-5.7,1.9
oregon-state,66,69,3,30.1,-1.2,0.4
california,62,64,2,31.0,0.7,0.2
washington-state,68,72,4,29.3,-2.6,0.9
southern-california,59,56,-3,33.3,5.3,1.8
colorado,69,74,5,29.2,-2.9,1.0
utah,35,32,-3,43.8,26.2,8.7
arizona-state,60,62,2,31.7,2.1,0.7
ucla,70,75,5,29.1,-3.0,1.0
arizona,84,87,3,26.3,-8.7,2.9
boise-state,28,47,19,45.4,14.4,3.6
air-force,33,9,-24,43.9,26.6,12.2
wyoming,93,55,-38,23.9,-1.6,2.4
new-mexico,104,104,0,21.0,-19.2,6.4
colorado-state,98,99,1,22.8,-15.7,5.2
utah-state,106,86,-20,19.7,-12.0,2.8
san-jose-state,48,109,61,37.2,0.7,7.0
nevada,82,112,30,27.3,-15.8,8.1
san-diego-state,39,67,28,40.5,6.2,0.2
hawaii,44,88,44,38.0,2.0,3.2
fresno-state,114,92,-22,15.6,-22.2,3.4
nevada-las-vegas,121,110,-11,13.1,-28.5,7.1
liberty,20,20,0,47.4,-2.1,4.6
massachusetts,131,131,0,0.0,-61.3,21.1
new-mexico-state,119,122,3,13.2,-34.9,11.5
brigham-young,3,3,0,70.7,27.1,12.1
army,10,11,1,61.2,22.9,7.7
connecticut,115,117,2,14.9,-31.5,10.4
marshall,6,7,1,65.5,22.9,7.5
florida-atlantic,50,30,-20,36.3,11.2,3.9
western-kentucky,113,118,5,16.1,-21.1,6.6
charlotte,65,84,19,30.2,-0.9,5.9
middle-tennessee-state,125,127,2,10.8,-31.5,9.7
florida-international,126,116,-10,9.6,-27.7,5.9
old-dominion,111,115,4,16.9,-27.6,9.1
alabama-birmingham,51,40,-11,35.8,-1.6,8.0
texas-san-antonio,75,91,16,28.8,-8.4,6.7
louisiana-tech,88,80,-8,25.2,-10.9,3.5
north-texas,110,113,3,17.2,-22.6,8.3
rice,116,96,-20,14.4,-25.3,4.8
southern-mississippi,122,120,-2,12.0,-25.3,9.1
texas-el-paso,101,97,-4,22.1,-17.1,11.3
fcs,129,130,1,2.8,-31.6,13.6
