Conference,Score
Southeastern Conference,40.8
Big Ten Conference,37.9
Atlantic Coast Conference,37.3
Big 12 Conference,37.2
American Athletic Conference,35.7
Independent,33.1
Pac-12 Conference,32.7
Sun Belt Conference,30.2
Mountain West Conference,28.2
Conference USA,25.6
Mid-American Conference,23.0
FCS,1.9
