Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,18,13,-5,51.2,24.3,18.4
florida,37,33,-4,40.0,10.2,15.3
missouri,86,82,-4,20.0,-9.7,14.7
kentucky,85,80,-5,20.0,-3.0,18.2
tennessee,96,94,-2,15.7,-5.8,17.3
south-carolina,116,114,-2,9.9,-15.1,19.0
vanderbilt,127,127,0,2.6,-32.9,17.3
alabama,1,1,0,76.1,38.1,16.0
texas-am,16,15,-1,51.6,17.3,14.2
auburn,53,54,1,31.6,5.5,18.9
louisiana-state,80,78,-2,21.4,-6.9,25.6
mississippi,78,76,-2,22.0,-2.2,15.2
mississippi-state,106,105,-1,13.2,-12.7,20.8
arkansas,99,97,-2,15.3,-6.8,14.4
buffalo,19,11,-8,50.3,19.3,8.2
kent-state,67,55,-12,27.0,-6.5,13.2
miami-oh,62,49,-13,28.4,-0.0,7.7
ohio,76,64,-12,22.9,-9.7,6.4
akron,126,123,-3,2.9,-40.3,21.0
bowling-green-state,131,130,-1,0.0,-49.8,15.8
ball-state,30,19,-11,43.8,10.5,7.4
toledo,48,39,-9,32.9,5.1,18.5
western-michigan,50,41,-9,32.1,3.7,14.3
central-michigan,65,52,-13,28.0,6.2,10.0
eastern-michigan,100,87,-13,15.3,-11.4,9.5
northern-illinois,121,117,-4,7.5,-12.2,7.3
oklahoma,13,10,-3,53.4,25.0,12.3
iowa-state,23,17,-6,48.6,23.2,13.2
oklahoma-state,34,28,-6,42.9,17.0,8.6
texas,29,27,-2,44.0,21.7,9.4
texas-christian,41,37,-4,38.1,16.8,9.2
west-virginia,54,53,-1,31.2,8.2,10.1
kansas-state,83,79,-4,20.7,-1.6,6.3
texas-tech,89,85,-4,18.9,-5.8,7.9
baylor,105,100,-5,13.9,-4.7,5.9
kansas,125,126,1,3.1,-29.7,6.2
ohio-state,5,4,-1,67.3,34.4,25.8
indiana,35,36,1,42.0,8.0,15.3
penn-state,69,74,5,24.9,4.2,26.3
maryland,94,103,9,15.7,-14.4,20.4
michigan,101,104,3,15.2,-11.9,28.2
rutgers,104,106,2,13.9,-13.6,15.8
michigan-state,108,111,3,12.2,-16.3,23.1
northwestern,38,40,2,39.3,9.2,16.1
iowa,27,29,2,45.5,18.4,15.9
wisconsin,52,57,5,31.7,13.6,21.4
minnesota,87,89,2,19.7,-6.3,26.8
nebraska,81,83,2,20.8,0.0,19.6
purdue,97,102,5,15.7,-10.6,16.0
illinois,111,113,2,11.7,-14.8,17.5
clemson,4,3,-1,67.4,34.5,11.6
notre-dame,8,7,-1,60.6,26.0,13.3
north-carolina-state,46,46,0,34.8,2.4,11.6
boston-college,68,65,-3,26.3,-0.4,8.8
wake-forest,57,60,3,29.4,9.0,12.8
louisville,75,73,-2,22.9,7.5,9.2
florida-state,91,91,0,16.5,-6.9,7.9
syracuse,123,122,-1,6.8,-15.7,6.6
miami-fl,25,23,-2,46.4,15.2,11.7
north-carolina,22,18,-4,48.7,23.3,11.2
pittsburgh,51,51,0,31.7,9.7,9.0
virginia-tech,56,58,2,29.5,13.4,11.1
virginia,58,61,3,29.0,8.3,9.9
georgia-tech,102,98,-4,15.0,-7.6,8.7
duke,117,116,-1,9.4,-14.4,9.6
cincinnati,2,2,0,69.1,31.9,16.2
tulsa,28,26,-2,44.3,16.7,10.1
memphis,47,50,3,33.7,0.8,5.3
central-florida,42,30,-12,37.9,16.6,8.6
southern-methodist,45,45,0,35.1,4.9,6.9
houston,73,63,-10,23.0,5.4,7.9
navy,93,92,-1,16.1,-4.8,4.3
tulane,49,42,-7,32.3,14.9,8.0
east-carolina,90,84,-6,18.5,-1.8,9.9
temple,119,119,0,8.1,-20.2,5.2
south-florida,120,120,0,7.6,-16.7,7.1
coastal-carolina,10,6,-4,58.1,21.8,17.9
appalachian-state,26,24,-2,45.6,16.6,7.6
georgia-southern,43,47,4,36.4,12.1,12.1
georgia-state,55,62,7,31.0,4.4,8.3
troy,79,77,-2,21.4,-3.8,6.6
louisiana-lafayette,15,14,-1,52.3,15.6,7.8
south-alabama,103,101,-2,14.4,-13.8,7.2
arkansas-state,95,96,1,15.7,-10.5,5.2
texas-state,118,118,0,8.6,-15.2,8.3
louisiana-monroe,128,129,1,1.8,-37.5,10.6
oregon,11,21,10,55.0,42.0,9.7
washington,21,32,11,49.7,29.7,11.1
stanford,24,34,10,46.6,27.9,9.4
oregon-state,63,71,8,28.4,28.3,13.7
california,61,72,11,28.5,26.2,10.1
washington-state,60,70,10,28.7,26.7,9.7
southern-california,7,8,1,62.9,40.0,15.9
colorado,9,16,7,58.3,37.6,17.4
utah,17,25,8,51.6,43.1,18.5
arizona-state,14,20,6,53.3,56.8,20.4
ucla,31,35,4,43.7,46.4,19.9
arizona,107,110,3,13.1,9.3,10.5
boise-state,33,44,11,43.2,18.1,10.9
air-force,36,38,2,41.6,33.4,10.6
wyoming,66,75,9,27.9,20.0,15.8
new-mexico,82,93,11,20.7,7.2,16.7
colorado-state,84,95,11,20.6,5.1,7.6
utah-state,112,121,9,11.2,-12.3,11.1
san-jose-state,6,12,6,63.0,27.3,23.2
