Conference,Score
Southeastern Conference,42.3
Atlantic Coast Conference,39.8
Big Ten Conference,39.4
Big 12 Conference,38.1
American Athletic Conference,37.3
Pac-12 Conference,34.2
Independent,33.3
Sun Belt Conference,30.8
Mountain West Conference,29.9
Conference USA,26.4
Mid-American Conference,24.5
FCS,2.1
