Conference,Score
Southeastern Conference,57.0
Pac-12 Conference,56.5
Independent,54.8
Big 12 Conference,53.0
Atlantic Coast Conference,52.8
American Athletic Conference,50.1
Sun Belt Conference,46.4
Mountain West Conference,43.9
Conference USA,36.7
Mid-American Conference,36.3
Big Ten Conference,10.0
FCS,4.3
