Conference,Score
Southeastern Conference,41.1
Big Ten Conference,39.4
Atlantic Coast Conference,37.3
Big 12 Conference,36.4
American Athletic Conference,35.9
Pac-12 Conference,34.2
Sun Belt Conference,30.3
Independent,29.6
Mountain West Conference,28.4
Conference USA,25.6
Mid-American Conference,24.5
FCS,3.0
