Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,7,9,2,57.1,36.3,17.5
florida,27,28,1,39.8,20.0,14.5
missouri,67,69,2,23.4,3.1,14.1
kentucky,60,63,3,25.5,10.8,17.4
tennessee,86,89,3,18.1,6.9,16.5
south-carolina,108,109,1,11.8,-2.4,18.2
vanderbilt,124,125,1,3.7,-19.8,16.5
alabama,1,2,1,84.6,52.2,15.6
texas-am,4,5,1,59.2,31.6,13.9
auburn,42,44,2,32.5,17.2,18.0
louisiana-state,62,66,4,24.9,6.1,24.5
mississippi,53,55,2,27.8,12.0,14.6
mississippi-state,85,88,3,18.2,1.8,19.9
arkansas,88,90,2,17.8,6.1,13.8
buffalo,6,6,0,57.7,35.7,9.5
kent-state,36,36,0,34.5,11.5,13.1
miami-oh,32,32,0,35.5,18.5,9.2
ohio,47,48,1,30.1,8.9,6.7
akron,119,119,0,6.5,-22.1,20.2
bowling-green-state,128,128,0,2.7,-31.6,15.5
ball-state,8,8,0,56.4,31.5,10.0
toledo,24,24,0,41.0,24.6,18.4
western-michigan,25,26,1,40.1,23.2,14.2
central-michigan,35,35,0,34.7,25.7,10.9
eastern-michigan,76,78,2,20.7,8.0,10.1
northern-illinois,110,110,0,10.1,7.0,8.4
oklahoma,10,10,0,55.7,32.2,11.7
iowa-state,14,15,1,48.9,27.4,12.6
oklahoma-state,21,22,1,42.6,20.2,8.3
texas,17,17,0,45.8,27.5,8.9
texas-christian,30,30,0,36.9,20.9,8.8
west-virginia,44,43,-1,31.9,12.1,9.6
kansas-state,78,82,4,19.8,2.5,6.4
texas-tech,87,87,0,18.0,-1.8,7.6
baylor,99,99,0,13.4,-0.2,7.0
kansas,127,127,0,2.8,-25.8,6.6
ohio-state,2,1,-1,68.2,47.3,24.7
indiana,22,19,-3,42.0,19.3,15.1
penn-state,50,46,-4,28.1,17.2,25.1
maryland,82,75,-7,18.9,-1.3,19.7
michigan,89,80,-9,17.8,0.8,26.9
rutgers,91,85,-6,16.6,-0.7,15.7
michigan-state,95,91,-4,14.7,-3.2,22.0
northwestern,16,14,-2,47.3,24.6,16.2
iowa,13,11,-2,50.4,31.9,16.1
wisconsin,29,25,-4,38.1,26.2,20.4
minnesota,69,61,-8,23.0,6.9,25.6
nebraska,65,58,-7,23.8,13.5,18.8
purdue,83,77,-6,18.7,3.1,15.7
illinois,97,93,-4,14.1,-1.3,17.0
clemson,9,7,-2,55.9,30.8,11.2
notre-dame,12,13,1,51.4,24.8,12.9
north-carolina-state,57,57,0,27.0,-0.5,11.2
boston-college,70,70,0,22.0,-2.5,8.7
wake-forest,66,67,1,23.5,7.2,12.2
louisville,79,81,2,19.8,5.7,8.8
florida-state,98,98,0,13.4,-8.9,7.7
syracuse,122,122,0,5.2,-17.9,6.9
miami-fl,28,29,1,38.3,13.7,11.3
north-carolina,26,27,1,39.9,20.2,10.6
pittsburgh,55,54,-1,27.4,7.7,8.6
virginia-tech,59,60,1,25.6,11.2,10.9
virginia,61,62,1,24.9,6.1,9.7
georgia-tech,107,107,0,12.1,-9.8,8.4
duke,116,116,0,7.3,-16.4,10.6
cincinnati,5,4,-1,58.5,30.8,15.4
tulsa,33,33,0,35.3,13.7,9.6
memphis,49,50,1,28.5,-0.9,6.3
central-florida,38,38,0,33.2,14.4,8.5
southern-methodist,46,47,1,30.2,3.2,6.9
houston,80,83,3,19.2,2.4,7.9
navy,102,102,0,12.9,-7.5,4.7
tulane,51,51,0,28.0,12.3,7.6
east-carolina,92,94,2,15.4,-3.8,9.3
temple,120,120,0,5.8,-22.3,6.7
south-florida,121,121,0,5.8,-18.5,7.1
coastal-carolina,11,12,1,52.9,21.4,17.2
appalachian-state,23,23,0,41.2,16.3,7.3
georgia-southern,41,41,0,32.5,11.6,11.6
georgia-state,56,56,0,27.2,3.8,7.8
troy,84,86,2,18.3,-4.5,6.3
louisiana-lafayette,15,16,1,47.4,15.6,7.4
south-alabama,109,108,-1,11.7,-14.5,7.0
arkansas-state,101,101,0,13.2,-10.7,5.3
texas-state,117,117,0,6.9,-16.1,8.0
louisiana-monroe,130,130,0,0.8,-38.1,10.4
oregon,58,59,1,26.1,4.2,11.1
washington,68,68,0,23.0,-6.9,12.0
stanford,75,76,1,21.0,-8.7,11.0
oregon-state,103,103,0,12.8,-8.5,14.7
california,106,106,0,12.4,-10.8,11.5
washington-state,105,105,0,12.6,-10.2,11.1
southern-california,39,39,0,32.9,3.3,16.6
colorado,54,53,-1,27.8,2.6,17.7
utah,52,52,0,28.0,6.7,18.6
arizona-state,43,42,-1,31.9,20.2,21.7
ucla,64,65,1,24.3,9.8,20.6
arizona,123,123,0,3.7,-27.0,11.7
boise-state,37,37,0,33.9,9.6,10.4
air-force,34,34,0,35.0,26.2,10.1
wyoming,74,74,0,21.7,10.6,15.1
new-mexico,94,96,2,15.1,-2.1,16.0
colorado-state,96,97,1,14.6,-4.7,7.9
utah-state,118,118,0,6.6,-21.6,10.8
san-jose-state,19,21,2,44.6,15.8,22.7
nevada,40,40,0,32.8,3.6,22.1
san-diego-state,48,49,1,29.3,14.9,20.1
hawaii,77,79,2,20.6,-5.4,10.9
fresno-state,93,95,2,15.2,-13.3,5.7
nevada-las-vegas,125,124,-1,3.6,-25.6,15.3
liberty,20,20,0,44.5,12.0,11.3
massachusetts,131,131,0,0.0,-43.7,18.8
new-mexico-state,72,72,0,21.8,0.0,17.2
brigham-young,3,3,0,60.5,30.7,10.4
army,18,18,0,45.8,22.9,8.6
connecticut,71,71,0,21.8,0.0,15.5
marshall,31,31,0,35.8,11.9,10.6
florida-atlantic,81,84,3,19.1,-8.3,9.2
western-kentucky,104,104,0,12.6,-14.9,7.0
charlotte,112,112,0,9.3,-20.5,8.7
