Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,4,1,-3,64.8,42.6,14.8
florida,17,19,2,49.3,25.1,10.0
missouri,66,66,0,30.5,10.1,3.8
kentucky,27,46,19,44.8,28.5,7.5
tennessee,41,18,-23,38.7,16.4,7.5
south-carolina,37,54,17,40.3,19.5,5.5
vanderbilt,121,123,2,13.1,-15.2,5.9
alabama,2,3,1,76.9,41.4,12.7
texas-am,14,33,19,51.2,20.9,7.0
auburn,33,15,-18,42.5,23.9,11.5
louisiana-state,57,58,1,33.1,16.2,15.4
mississippi,85,71,-14,27.1,11.1,5.4
mississippi-state,93,65,-28,25.2,6.2,7.8
arkansas,54,69,15,34.2,7.2,9.0
buffalo,53,52,-1,34.9,8.6,3.0
kent-state,100,100,0,22.6,-15.9,5.6
miami-oh,94,94,0,24.7,-11.7,4.1
ohio,71,74,3,29.6,-2.0,0.7
akron,129,129,0,2.6,-55.9,19.6
bowling-green-state,125,125,0,11.5,-38.1,13.3
ball-state,76,79,3,29.0,-3.0,1.1
toledo,98,97,-1,22.7,-15.7,5.5
western-michigan,77,80,3,28.8,-3.4,1.2
central-michigan,83,86,3,27.4,-6.3,2.2
eastern-michigan,103,103,0,21.1,-18.8,6.6
northern-illinois,105,105,0,20.7,-19.8,6.9
oklahoma,39,39,0,39.4,17.7,8.3
iowa-state,21,22,1,46.7,13.6,4.7
oklahoma-state,5,5,0,64.2,28.8,8.8
texas,43,42,-1,38.4,15.7,9.3
texas-christian,68,72,4,30.0,8.9,5.5
west-virginia,24,35,11,45.6,11.9,7.0
kansas-state,34,34,0,41.5,5.4,5.0
texas-tech,107,109,2,20.1,-7.4,5.3
baylor,49,50,1,35.6,10.2,6.4
kansas,126,127,1,10.2,-20.4,7.6
ohio-state,8,8,0,60.1,59.2,20.7
indiana,48,49,1,35.8,10.6,3.7
penn-state,18,17,-1,48.6,36.2,12.7
maryland,70,73,3,29.6,-1.9,0.7
michigan,25,24,-1,45.2,29.3,10.2
rutgers,106,106,0,20.4,-20.2,7.1
michigan-state,46,45,-1,36.7,12.3,4.3
northwestern,63,63,0,31.3,1.6,0.6
iowa,35,36,1,41.0,20.9,7.3
wisconsin,16,16,0,49.4,37.7,13.2
minnesota,36,37,1,40.9,20.7,7.3
nebraska,52,51,-1,35.1,9.2,3.2
purdue,81,84,3,27.7,-5.6,2.0
illinois,78,83,5,28.4,-4.2,1.5
clemson,1,2,1,79.8,41.6,14.3
notre-dame,6,6,0,63.4,23.5,9.6
north-carolina-state,23,32,9,45.7,7.5,5.8
boston-college,65,40,-25,30.5,-6.1,4.0
wake-forest,50,81,31,35.6,10.0,4.8
louisville,108,102,-6,20.0,-1.2,2.9
florida-state,95,111,16,24.3,-6.3,5.9
syracuse,123,114,-9,13.1,-21.9,4.1
miami-fl,12,20,8,52.9,18.2,6.9
north-carolina,22,10,-12,46.1,12.7,6.5
pittsburgh,59,43,-16,32.9,4.8,4.6
virginia-tech,15,23,8,50.9,20.4,6.7
virginia,89,75,-14,25.5,7.0,4.4
georgia-tech,102,89,-13,21.4,-13.0,5.0
duke,114,110,-4,17.3,-3.5,2.9
cincinnati,13,13,0,52.3,12.2,5.5
tulsa,38,38,0,39.5,17.9,6.8
memphis,28,41,13,44.2,16.3,5.9
central-florida,42,25,-17,38.4,15.7,7.9
southern-methodist,10,11,1,56.8,11.9,6.8
houston,44,21,-23,38.3,15.6,5.5
navy,58,67,9,33.0,-1.8,3.5
tulane,60,47,-13,32.3,11.6,5.9
east-carolina,111,101,-10,19.2,-9.9,5.7
temple,90,99,9,25.4,-10.2,1.0
south-florida,119,120,1,13.6,-20.3,6.9
coastal-carolina,19,29,10,48.4,3.4,4.9
appalachian-state,26,26,0,44.9,17.5,5.7
georgia-southern,51,60,9,35.4,-4.5,5.8
georgia-state,79,57,-22,28.2,4.8,5.8
troy,61,56,-5,32.3,-9.5,6.1
louisiana-lafayette,29,12,-17,44.2,9.7,5.9
south-alabama,101,113,12,22.4,-16.4,7.0
arkansas-state,73,91,18,29.2,-8.5,5.3
texas-state,124,118,-6,13.0,-17.9,7.6
louisiana-monroe,128,128,0,4.5,-41.0,14.7
oregon,31,28,-3,43.9,26.8,9.4
washington,45,44,-1,37.4,13.8,4.8
stanford,82,85,3,27.7,-5.7,2.0
oregon-state,69,70,1,30.0,-1.2,0.4
california,64,64,0,30.9,0.7,0.2
washington-state,72,76,4,29.2,-2.6,0.9
southern-california,56,59,3,33.2,5.3,1.9
colorado,74,77,3,29.1,-2.9,1.0
utah,32,31,-1,43.7,26.2,9.2
arizona-state,62,61,-1,31.6,2.1,0.7
ucla,75,78,3,29.0,-3.0,1.0
arizona,87,88,1,26.2,-8.7,3.0
boise-state,47,48,1,35.9,10.7,3.8
air-force,9,7,-2,59.6,38.3,12.3
wyoming,55,55,0,34.1,7.1,2.5
new-mexico,104,104,0,20.9,-19.2,6.7
colorado-state,99,98,-1,22.7,-15.7,5.5
utah-state,86,87,1,26.4,-8.3,2.9
san-jose-state,109,107,-2,19.9,-21.2,7.4
nevada,112,112,0,18.3,-24.5,8.6
san-diego-state,67,68,1,30.2,-0.7,0.2
hawaii,88,92,4,25.7,-9.7,3.4
fresno-state,92,93,1,25.3,-10.4,3.6
nevada-las-vegas,110,108,-2,19.7,-21.6,7.6
liberty,20,27,7,47.8,0.4,4.7
massachusetts,131,131,0,0.0,-61.1,22.4
new-mexico-state,122,121,-1,13.1,-34.9,12.2
brigham-young,3,4,1,69.1,27.7,12.9
army,11,14,3,53.8,15.7,8.2
connecticut,117,119,2,14.8,-31.5,11.0
marshall,7,9,2,62.7,22.6,7.7
florida-atlantic,30,30,0,44.1,12.4,4.0
western-kentucky,118,116,-2,13.9,-19.3,6.3
