Conference,Score
Independent,50.7
Atlantic Coast Conference,48.6
Big 12 Conference,46.0
Pac-12 Conference,45.6
American Athletic Conference,45.4
Sun Belt Conference,41.5
Big Ten Conference,40.3
Mountain West Conference,37.3
Conference USA,34.1
Mid-American Conference,25.1
Southeastern Conference,18.1
FCS,3.7
