Conference,Score
Pac-12 Conference,34.1
Independent,32.8
Big 12 Conference,28.9
Atlantic Coast Conference,28.7
American Athletic Conference,27.9
Sun Belt Conference,25.5
Southeastern Conference,25.0
Mid-American Conference,24.7
Big Ten Conference,22.2
Mountain West Conference,21.2
Conference USA,16.9
FCS,1.1
