Conference,Score
Southeastern Conference,41.1
Big Ten Conference,39.4
Big 12 Conference,36.9
American Athletic Conference,36.8
Atlantic Coast Conference,34.7
Pac-12 Conference,34.2
Mountain West Conference,28.4
Sun Belt Conference,27.9
Conference USA,25.4
Mid-American Conference,24.5
Independent,20.8
FCS,11.3
