Conference,Score
Southeastern Conference,41.1
Big Ten Conference,39.4
Atlantic Coast Conference,38.2
Big 12 Conference,38.1
American Athletic Conference,37.4
Pac-12 Conference,34.2
Independent,31.3
Sun Belt Conference,31.2
Mountain West Conference,28.4
Conference USA,26.1
Mid-American Conference,24.5
FCS,3.1
