Conference,Score
Big 12 Conference,48.4
Southeastern Conference,48.1
Mid-American Conference,47.2
Big Ten Conference,46.3
Independent,45.2
Atlantic Coast Conference,42.5
Sun Belt Conference,41.8
American Athletic Conference,40.9
Mountain West Conference,38.3
Pac-12 Conference,37.4
Conference USA,30.8
FCS,4.6
