Conference,Score
Independent,41.7
Atlantic Coast Conference,41.4
Big 12 Conference,39.8
American Athletic Conference,38.4
Sun Belt Conference,35.6
Pac-12 Conference,34.0
Mountain West Conference,30.2
Mid-American Conference,28.8
Conference USA,27.2
Big Ten Conference,24.4
Southeastern Conference,18.3
FCS,2.6
