Conference,Score
Southeastern Conference,41.1
Big Ten Conference,39.4
Big 12 Conference,36.9
American Athletic Conference,35.0
Atlantic Coast Conference,34.7
Pac-12 Conference,34.2
Sun Belt Conference,28.9
Mountain West Conference,28.4
Independent,28.1
Conference USA,25.6
Mid-American Conference,24.5
FCS,3.6
