Conference,Score
Independent,35.1
Atlantic Coast Conference,34.3
Big 12 Conference,31.7
American Athletic Conference,28.3
Sun Belt Conference,26.5
Mountain West Conference,23.2
Southeastern Conference,22.4
Mid-American Conference,22.0
Conference USA,20.7
Big Ten Conference,20.2
Pac-12 Conference,18.2
FCS,1.8
