Conference,Score
Southeastern Conference,41.1
Big Ten Conference,38.8
Atlantic Coast Conference,37.4
Big 12 Conference,37.1
American Athletic Conference,36.4
Independent,34.6
Pac-12 Conference,32.8
Sun Belt Conference,30.7
Mountain West Conference,29.0
Conference USA,24.3
Mid-American Conference,23.1
FCS,2.8
