Conference,Score
Independent,34.2
Atlantic Coast Conference,34.1
Big 12 Conference,31.2
American Athletic Conference,30.8
Sun Belt Conference,26.8
Mountain West Conference,22.6
Conference USA,20.9
Mid-American Conference,20.9
Southeastern Conference,20.8
Big Ten Conference,19.8
Pac-12 Conference,19.3
FCS,1.4
