Conference,Score
Independent,32.4
Southeastern Conference,31.7
Big 12 Conference,31.6
Mid-American Conference,30.8
Big Ten Conference,30.1
Atlantic Coast Conference,26.2
Sun Belt Conference,25.2
American Athletic Conference,24.8
Mountain West Conference,22.8
Pac-12 Conference,21.4
Conference USA,15.8
FCS,1.0
