Conference,Score
Pac-12 Conference,43.3
Independent,37.3
Atlantic Coast Conference,31.6
Big 12 Conference,31.5
Mountain West Conference,30.7
American Athletic Conference,29.6
Sun Belt Conference,28.5
Southeastern Conference,27.9
Big Ten Conference,26.8
Mid-American Conference,24.3
Conference USA,18.7
FCS,1.5
