Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,40,37,-3,34.3,17.4,12.5
florida,31,35,4,36.8,14.0,8.9
missouri,78,96,18,15.8,-4.9,7.4
kentucky,91,80,-11,13.5,-4.1,9.5
tennessee,102,101,-1,10.8,-6.9,9.7
south-carolina,109,106,-3,8.3,-11.5,10.8
vanderbilt,129,130,1,1.7,-27.0,11.3
alabama,6,9,3,58.4,34.8,10.8
texas-am,36,41,5,35.7,14.5,7.1
auburn,57,57,0,25.5,3.5,12.0
louisiana-state,88,102,14,14.6,-7.4,21.0
mississippi,80,83,3,15.5,-2.4,6.7
mississippi-state,111,119,8,8.1,-14.2,15.5
arkansas,96,86,-10,12.8,-5.9,8.0
buffalo,30,31,1,36.8,15.0,5.3
kent-state,29,22,-7,37.5,16.0,13.4
miami-oh,99,82,-17,11.7,-13.2,5.9
ohio,75,55,-20,17.1,-2.3,4.9
akron,122,98,-24,4.2,-22.0,24.0
bowling-green-state,126,108,-18,2.7,-27.0,15.5
ball-state,77,66,-11,16.2,-8.2,2.7
toledo,39,29,-10,35.3,25.2,19.4
western-michigan,16,6,-10,46.9,29.1,15.1
central-michigan,50,19,-31,29.5,15.1,9.9
eastern-michigan,110,92,-18,8.3,-7.5,9.0
northern-illinois,121,110,-11,4.7,-20.0,7.4
oklahoma,9,16,7,52.1,41.6,10.3
iowa-state,12,26,14,48.2,35.8,9.3
oklahoma-state,24,13,-11,41.9,29.4,9.2
texas,21,20,-1,44.0,32.7,8.7
texas-christian,54,56,2,27.3,23.5,6.7
west-virginia,34,40,6,36.0,25.2,9.2
kansas-state,58,52,-6,24.6,12.8,5.7
texas-tech,71,79,8,18.2,7.1,6.5
baylor,81,90,9,15.2,14.0,5.3
kansas,123,125,2,4.1,-14.0,6.2
ohio-state,25,30,5,40.6,17.6,20.7
indiana,64,65,1,20.6,-5.6,7.4
penn-state,116,114,-2,6.0,-9.7,17.9
maryland,83,100,17,14.9,-10.4,16.8
michigan,104,120,16,10.4,-13.1,21.0
rutgers,117,121,4,5.8,-19.3,9.3
michigan-state,127,131,4,2.7,-29.4,15.8
northwestern,15,24,9,47.1,24.0,9.7
iowa,48,58,10,31.4,20.1,10.6
wisconsin,23,14,-9,42.3,37.5,15.0
minnesota,98,117,19,12.4,-8.6,24.4
nebraska,105,85,-20,10.2,-9.2,11.0
purdue,66,68,2,19.2,2.0,6.2
illinois,93,115,22,13.3,-6.7,11.6
clemson,4,4,0,61.6,45.5,12.2
notre-dame,1,1,0,71.4,49.1,12.0
north-carolina-state,33,42,9,36.3,22.5,11.4
boston-college,51,51,0,29.4,18.0,8.1
wake-forest,35,38,3,35.8,29.1,12.2
louisville,60,69,9,22.4,21.6,7.3
florida-state,87,91,4,14.6,7.3,6.9
syracuse,112,109,-3,8.1,-1.4,6.2
miami-fl,8,8,0,53.8,35.1,10.6
north-carolina,10,10,0,49.7,38.0,10.7
pittsburgh,41,50,9,34.0,26.7,7.1
virginia-tech,47,36,-11,31.5,31.8,11.9
virginia,46,49,3,31.6,26.7,9.5
georgia-tech,89,95,6,14.4,2.9,6.3
duke,73,78,5,17.6,16.3,9.2
cincinnati,2,3,1,70.3,47.8,13.7
tulsa,20,28,8,44.7,27.3,9.7
memphis,43,54,11,33.6,16.2,5.2
central-florida,26,25,-1,40.6,33.0,8.1
southern-methodist,27,34,7,39.8,21.0,6.4
houston,53,53,0,29.0,21.5,6.6
navy,72,81,9,17.7,2.5,4.0
tulane,45,44,-1,32.1,27.6,6.1
east-carolina,86,105,19,14.7,7.6,6.9
temple,115,107,-8,7.9,-7.4,4.9
south-florida,113,113,0,8.0,-4.5,6.3
coastal-carolina,7,7,0,56.4,31.2,14.2
appalachian-state,22,17,-5,42.6,27.3,7.1
georgia-southern,37,39,2,35.6,21.3,9.1
georgia-state,56,63,7,26.0,15.5,6.7
troy,63,61,-2,20.9,5.2,6.5
louisiana-lafayette,17,18,1,46.3,25.2,6.0
south-alabama,90,87,-3,13.8,-0.6,7.0
arkansas-state,84,89,5,14.9,2.3,4.6
texas-state,106,112,6,9.6,-0.5,8.2
louisiana-monroe,128,128,0,2.1,-23.9,12.2
oregon,14,21,7,47.1,29.4,10.0
washington,59,104,45,23.8,-0.8,9.5
stanford,76,94,18,16.4,12.6,3.7
oregon-state,101,126,25,10.9,-11.2,10.5
california,108,123,15,8.4,-11.2,6.9
washington-state,65,84,19,20.5,4.5,1.9
southern-california,95,27,-68,13.2,-18.0,7.8
colorado,13,32,19,47.5,34.8,7.4
utah,131,74,-57,0.0,-36.5,12.4
arizona-state,100,47,-53,11.4,-8.1,9.5
ucla,52,60,8,29.3,31.9,7.2
arizona,125,64,-61,3.1,-27.3,7.3
boise-state,44,45,1,33.4,13.5,12.5
air-force,32,46,14,36.5,36.6,11.7
wyoming,61,62,1,21.1,12.7,18.3
new-mexico,103,88,-15,10.7,6.3,18.9
colorado-state,92,93,1,13.4,-5.3,5.6
utah-state,124,124,0,3.5,-22.7,11.6
san-jose-state,18,12,-6,45.5,24.1,23.6
nevada,38,43,5,35.6,9.2,25.6
san-diego-state,42,23,-19,33.9,24.4,24.0
hawaii,85,76,-9,14.8,-3.2,13.1
fresno-state,74,71,-3,17.2,-9.0,5.8
nevada-las-vegas,118,118,0,5.7,-13.9,18.5
liberty,19,11,-8,45.2,22.2,9.2
massachusetts,119,127,8,5.1,-18.8,20.0
new-mexico-state,70,73,3,18.3,-0.0,16.5
brigham-young,3,2,-1,69.8,46.0,11.1
army,11,15,4,48.6,33.6,9.2
connecticut,69,75,6,18.3,-0.0,14.8
marshall,5,5,0,60.1,37.0,10.4
florida-atlantic,28,33,5,39.1,19.3,6.0
western-kentucky,82,97,15,15.1,-1.4,6.9
charlotte,67,77,10,18.8,5.7,6.8
middle-tennessee-state,107,116,9,9.4,-12.1,8.6
florida-international,120,122,2,4.7,-15.3,6.4
old-dominion,68,72,4,18.3,0.0,13.0
alabama-birmingham,49,48,-1,30.2,18.8,12.8
texas-san-antonio,55,59,4,27.2,11.1,9.8
louisiana-tech,62,67,5,21.0,1.9,4.2
north-texas,79,103,24,15.8,-5.0,7.2
rice,97,70,-27,12.5,-7.4,7.1
southern-mississippi,114,111,-3,7.9,-10.7,8.1
texas-el-paso,94,99,5,13.2,-7.4,11.6
fcs,130,129,-1,1.4,-18.8,12.4
