Conference,Score
Southeastern Conference,35.5
Big 12 Conference,30.8
Big Ten Conference,29.4
Pac-12 Conference,29.2
Atlantic Coast Conference,27.9
Big East Conference,26.8
Independent,23.4
Mountain West Conference,22.8
Mid-American Conference,18.9
Western Athletic Conference,16.3
Conference USA,15.8
Sun Belt Conference,12.2
FCS,0.7
