Conference,Score
Big 12 Conference,39.1
Southeastern Conference,37.0
Big Ten Conference,34.4
Pac-12 Conference,33.1
Independent,30.2
Big East Conference,29.9
Atlantic Coast Conference,28.2
Mountain West Conference,25.8
Conference USA,21.8
Mid-American Conference,21.6
Western Athletic Conference,19.1
Sun Belt Conference,16.5
FCS,1.2
