Conference,Score
Big 12 Conference,38.3
Southeastern Conference,37.8
Big Ten Conference,35.7
Pac-12 Conference,32.6
Big East Conference,31.4
Atlantic Coast Conference,30.4
Independent,29.8
Mountain West Conference,26.5
Conference USA,20.6
Mid-American Conference,19.3
Western Athletic Conference,17.4
Sun Belt Conference,15.1
FCS,1.3
