Conference,Score
Big 12 Conference,41.7
Southeastern Conference,40.0
Big Ten Conference,36.8
Pac-12 Conference,34.9
Big East Conference,32.6
Independent,31.8
Atlantic Coast Conference,31.4
Mountain West Conference,27.7
Conference USA,23.9
Mid-American Conference,22.1
Western Athletic Conference,19.7
Sun Belt Conference,17.3
FCS,1.4
