Conference,Score
Big 12 Conference,37.5
Southeastern Conference,35.6
Big Ten Conference,30.8
Pac-12 Conference,30.0
Independent,29.0
Big East Conference,28.3
Atlantic Coast Conference,25.1
Mountain West Conference,24.7
Conference USA,20.0
Mid-American Conference,19.7
Western Athletic Conference,17.1
Sun Belt Conference,15.3
FCS,0.9
