Conference,Score
Big 12 Conference,39.5
Southeastern Conference,37.5
Big Ten Conference,36.7
Pac-12 Conference,32.5
Big East Conference,31.8
Atlantic Coast Conference,30.5
Mountain West Conference,28.0
Independent,26.7
Mid-American Conference,19.3
Conference USA,18.4
Western Athletic Conference,16.2
Sun Belt Conference,14.9
FCS,1.2
