Conference,Score
Big 12 Conference,36.1
Southeastern Conference,34.1
Big Ten Conference,32.2
Atlantic Coast Conference,30.7
Pac-12 Conference,30.4
Big East Conference,28.0
Mountain West Conference,26.3
Independent,23.4
Mid-American Conference,17.2
Conference USA,16.8
Western Athletic Conference,14.9
Sun Belt Conference,12.8
FCS,0.6
