Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
oklahoma-state,10,14,4,53.9,29.7,11.8
kansas-state,19,28,9,43.9,16.4,5.8
baylor,37,17,-20,37.9,18.5,8.9
oklahoma,5,6,1,63.7,42.8,16.4
missouri,36,29,-7,38.0,33.9,13.1
texas,12,19,7,48.2,22.1,7.7
texas-am,38,23,-15,37.7,33.3,11.7
iowa-state,69,59,-10,24.8,-2.5,5.6
texas-tech,43,39,-4,35.3,4.9,3.0
kansas,89,87,-2,16.6,-9.0,5.3
georgia,30,44,14,38.5,27.1,9.6
south-carolina,22,15,-7,43.4,22.8,10.7
florida,13,10,-3,48.2,30.1,11.3
vanderbilt,54,56,2,30.8,7.1,3.1
kentucky,92,96,4,15.3,-7.8,7.0
tennessee,39,41,2,37.3,17.5,6.3
louisiana-state,2,2,0,66.2,42.9,18.0
alabama,1,1,0,73.6,52.4,17.3
arkansas,34,36,2,38.3,15.2,9.0
auburn,27,40,13,40.4,18.4,10.3
mississippi-state,57,51,-6,27.5,19.7,11.4
mississippi,88,102,14,16.6,-4.7,7.4
wisconsin,4,5,1,65.8,42.4,16.0
penn-state,25,25,0,41.9,20.6,7.6
purdue,72,47,-25,24.3,6.5,8.5
ohio-state,42,26,-16,35.7,22.1,12.4
illinois,11,8,-3,53.3,26.3,13.9
indiana,105,104,-1,10.9,-9.4,4.8
michigan-state,23,35,12,42.8,22.0,5.6
michigan,7,11,4,62.2,37.8,10.6
nebraska,18,16,-2,44.0,23.7,9.2
iowa,47,48,1,34.1,12.4,4.6
northwestern,64,68,4,26.0,9.9,5.0
minnesota,112,101,-11,8.9,-15.4,6.6
oregon,9,9,0,56.1,47.5,18.2
stanford,3,3,0,65.9,45.6,18.4
washington,35,55,20,38.1,15.0,3.7
california,28,30,2,39.4,20.8,8.8
oregon-state,110,108,-2,10.2,-1.3,3.1
washington-state,50,54,4,33.2,10.9,7.3
southern-california,40,34,-6,36.0,11.9,7.0
ucla,77,76,-1,21.8,6.8,3.9
utah,56,33,-23,27.9,13.7,8.9
arizona-state,17,20,3,44.1,24.0,10.4
arizona,91,89,-2,15.3,3.8,4.9
colorado,95,94,-1,14.4,1.0,1.1
cincinnati,14,21,7,47.8,29.4,11.5
west-virginia,26,43,17,41.0,19.3,7.0
louisville,84,64,-20,20.6,-1.0,2.0
rutgers,51,50,-1,33.0,10.7,5.4
pittsburgh,46,62,16,34.1,19.2,4.8
connecticut,78,71,-7,21.6,6.3,5.7
south-florida,16,12,-4,44.5,24.6,10.9
syracuse,74,66,-8,24.2,1.4,4.3
clemson,15,24,9,47.6,18.9,7.4
florida-state,49,49,0,33.4,24.6,11.6
wake-forest,55,61,6,30.4,6.4,3.0
north-carolina-state,79,75,-4,21.5,6.2,4.2
boston-college,98,98,0,13.0,-3.2,3.7
maryland,75,83,8,22.4,2.7,9.6
