Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
oklahoma-state,4,6,2,70.5,51.9,12.5
kansas-state,16,18,2,49.3,38.6,13.2
baylor,36,34,-2,36.6,29.1,7.7
oklahoma,5,5,0,67.8,57.7,14.2
missouri,29,36,7,39.0,47.7,12.9
texas,22,11,-11,47.0,46.0,12.5
texas-am,30,30,0,38.5,46.6,11.5
iowa-state,67,65,-2,24.6,15.2,8.9
texas-tech,82,73,-9,20.2,10.1,4.0
kansas,103,105,2,9.7,3.7,4.7
georgia,11,16,5,52.9,43.7,10.3
south-carolina,17,21,4,47.8,36.6,9.5
florida,50,41,-9,30.6,30.8,8.6
vanderbilt,51,61,10,30.4,30.4,9.3
kentucky,92,89,-3,13.6,1.5,6.6
tennessee,81,72,-9,20.3,17.1,6.2
louisiana-state,1,1,0,75.9,58.2,14.9
alabama,2,3,1,74.3,64.1,16.6
arkansas,19,24,5,47.5,30.0,6.8
auburn,57,43,-14,28.6,19.6,7.3
mississippi-state,59,55,-4,28.3,26.1,8.2
mississippi,104,102,-2,9.7,3.7,6.0
wisconsin,8,8,0,59.5,52.9,13.5
penn-state,23,14,-9,45.6,33.4,8.9
purdue,65,74,9,25.4,20.3,8.1
ohio-state,32,29,-3,37.6,35.4,10.1
illinois,40,31,-9,35.4,31.6,10.0
indiana,113,113,0,6.8,1.1,5.1
michigan-state,24,26,2,45.4,33.1,10.2
michigan,9,12,3,55.1,46.7,12.8
nebraska,20,22,2,47.4,35.9,9.3
iowa,53,44,-9,30.0,22.1,6.0
northwestern,61,64,3,27.0,23.6,6.9
minnesota,106,106,0,9.1,1.5,8.9
oregon,3,4,1,71.9,61.2,15.1
stanford,6,2,-4,67.4,55.4,14.8
washington,49,38,-11,30.6,23.2,8.9
california,46,56,10,33.6,28.4,6.6
oregon-state,100,97,-3,11.0,8.0,4.7
washington-state,83,88,5,20.1,16.5,6.2
southern-california,14,20,6,49.4,38.8,10.1
ucla,68,60,-8,24.3,18.2,6.7
utah,45,53,8,33.8,28.8,7.9
arizona-state,33,28,-5,37.0,34.4,9.4
arizona,97,90,-7,12.5,13.3,6.2
colorado,105,114,9,9.6,5.8,2.2
cincinnati,18,9,-9,47.8,38.6,10.7
west-virginia,41,39,-2,35.4,24.7,6.8
louisville,71,62,-9,23.3,16.2,6.3
rutgers,42,47,5,34.4,23.2,5.6
pittsburgh,60,63,3,27.8,25.3,6.8
connecticut,74,77,3,22.7,18.8,5.7
south-florida,37,45,8,36.2,36.9,9.1
syracuse,75,66,-9,22.1,13.8,6.6
clemson,27,25,-2,42.5,23.8,7.9
florida-state,26,27,1,42.7,36.0,9.5
wake-forest,73,67,-6,23.0,15.6,4.8
north-carolina-state,76,68,-8,21.8,13.2,4.2
boston-college,93,101,8,13.4,7.2,4.4
maryland,101,100,-1,10.5,6.2,7.6
virginia-tech,13,15,2,51.4,35.1,9.2
georgia-tech,25,17,-8,43.1,36.6,11.1
virginia,43,40,-3,34.4,23.1,6.8
north-carolina,48,54,6,30.6,23.2,6.2
miami-fl,55,51,-4,29.5,28.7,7.6
duke,98,94,-4,12.3,4.1,5.5
brigham-young,39,42,3,35.5,24.8,9.0
notre-dame,21,23,2,47.1,42.9,12.0
navy,66,80,14,25.2,28.5,6.7
army,77,76,-1,20.9,28.1,8.1
texas-christian,15,19,4,49.4,38.8,10.0
boise-state,7,7,0,61.6,49.7,13.4
wyoming,70,81,11,23.9,8.4,7.9
san-diego-state,54,57,3,29.6,17.8,5.9
air-force,56,48,-8,28.8,27.1,8.4
colorado-state,109,110,1,8.6,-8.1,5.9
nevada-las-vegas,112,111,-1,6.8,-8.3,6.1
new-mexico,121,121,0,0.0,-30.4,11.5
ohio,47,52,5,33.1,21.2,6.1
temple,31,33,2,37.9,35.9,11.7
kent-state,88,98,10,15.4,5.5,6.8
bowling-green-state,91,86,-5,14.5,3.3,6.8
miami-oh,86,85,-1,16.9,9.0,6.9
buffalo,108,107,-1,8.6,-0.3,5.4
akron,117,116,-1,3.6,-13.7,9.7
northern-illinois,38,46,8,35.9,25.5,8.4
toledo,34,37,3,36.8,34.1,10.6
western-michigan,78,75,-3,20.8,11.3,5.2
ball-state,79,82,3,20.6,5.7,5.4
eastern-michigan,64,69,5,25.4,14.1,5.9
central-michigan,107,103,-4,8.6,-4.5,6.3
southern-mississippi,12,13,1,51.4,35.1,11.3
marshall,87,83,-4,16.4,7.8,6.1
east-carolina,95,92,-3,12.9,-0.2,6.2
central-florida,72,70,-2,23.0,23.3,10.0
alabama-birmingham,115,117,2,4.5,-14.7,9.9
memphis,119,118,-1,2.3,-22.2,10.0
houston,10,10,0,54.4,33.1,10.6
tulsa,28,32,4,41.2,33.7,8.3
southern-methodist,58,49,-9,28.5,19.5,9.4
rice,94,91,-3,13.3,6.9,7.1
texas-el-paso,84,87,3,18.8,7.2,10.6
tulane,116,115,-1,4.4,-14.0,6.1
louisiana-tech,52,58,6,30.2,22.4,7.6
nevada,44,50,6,34.3,25.3,7.7
utah-state,62,71,9,26.5,27.0,7.8
hawaii,80,78,-2,20.4,10.5,5.8
san-jose-state,99,99,0,11.5,1.8,5.9
fresno-state,96,93,-3,12.6,4.9,4.3
new-mexico-state,102,109,7,10.3,-6.3,9.2
idaho,110,104,-6,8.5,-0.7,7.7
arkansas-state,35,35,0,36.7,21.0,7.6
western-kentucky,85,84,-1,17.7,5.0,12.4
louisiana-lafayette,63,59,-4,26.0,8.6,6.9
florida-international,69,79,10,24.0,11.6,4.0
north-texas,90,95,5,14.5,3.5,7.8
