Conference,Score
Big 12 Conference,40.3
Southeastern Conference,38.3
Big Ten Conference,35.3
Pac-12 Conference,33.4
Independent,32.2
Big East Conference,31.2
Atlantic Coast Conference,29.6
Mountain West Conference,26.1
Conference USA,22.6
Mid-American Conference,21.4
Western Athletic Conference,19.3
Sun Belt Conference,16.7
FCS,1.2
