Conference,Score
Southeastern Conference,28.6
Pac-12 Conference,28.0
Big Ten Conference,25.3
Independent,24.9
Atlantic Coast Conference,24.8
Big East Conference,23.2
Big 12 Conference,22.8
Mountain West Conference,19.3
Western Athletic Conference,15.8
Conference USA,14.6
Mid-American Conference,11.8
Sun Belt Conference,10.5
FCS,3.5
