Conference,Score
Big 12 Conference,39.2
Southeastern Conference,38.9
Big Ten Conference,36.9
Pac-12 Conference,33.2
Big East Conference,32.8
Atlantic Coast Conference,31.6
Independent,30.3
Mountain West Conference,27.0
Conference USA,20.5
Mid-American Conference,19.6
Western Athletic Conference,17.6
Sun Belt Conference,15.4
FCS,1.4
