Conference,Score
Big 12 Conference,37.6
Southeastern Conference,35.4
Big Ten Conference,31.8
Pac-12 Conference,30.0
Independent,28.9
Big East Conference,28.2
Atlantic Coast Conference,25.0
Mountain West Conference,24.7
Conference USA,19.9
Mid-American Conference,19.7
Western Athletic Conference,17.1
Sun Belt Conference,15.3
FCS,0.9
