Conference,Score
Big 12 Conference,37.1
Southeastern Conference,35.2
Big Ten Conference,31.8
Pac-12 Conference,31.5
Independent,29.1
Big East Conference,28.3
Atlantic Coast Conference,26.0
Mountain West Conference,25.0
Conference USA,20.2
Mid-American Conference,20.1
Western Athletic Conference,17.8
Sun Belt Conference,15.6
FCS,1.0
