Conference,Score
Big 12 Conference,37.2
Southeastern Conference,35.4
Big Ten Conference,31.9
Pac-12 Conference,31.6
Independent,29.5
Big East Conference,28.4
Atlantic Coast Conference,26.2
Mountain West Conference,24.5
Conference USA,20.3
Mid-American Conference,20.3
Western Athletic Conference,17.8
Sun Belt Conference,15.9
FCS,1.0
