Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
oklahoma-state,5,6,1,63.7,39.4,13.5
kansas-state,13,14,1,47.6,24.5,14.8
baylor,18,24,6,43.3,24.1,8.1
oklahoma,9,8,-1,52.6,37.5,14.0
missouri,24,26,2,39.6,31.5,13.1
texas,25,18,-7,39.4,31.2,14.8
texas-am,31,31,0,36.8,34.7,12.0
iowa-state,62,60,-2,24.4,9.8,11.4
texas-tech,83,85,2,16.0,-2.5,3.7
kansas,105,105,0,7.6,-8.5,5.1
georgia,15,13,-2,45.7,25.8,10.9
south-carolina,16,17,1,45.4,21.5,9.0
florida,56,58,2,26.1,13.3,7.8
vanderbilt,50,47,-3,28.4,17.8,11.0
kentucky,90,89,-1,14.0,-7.0,6.4
tennessee,79,79,0,18.0,2.2,5.5
louisiana-state,1,1,0,77.3,48.7,14.4
alabama,2,2,0,68.5,45.4,15.6
arkansas,19,21,2,42.5,17.7,7.7
auburn,64,64,0,24.2,4.1,6.6
mississippi-state,59,59,0,25.5,12.0,7.4
mississippi,107,110,3,6.8,-11.7,5.5
wisconsin,6,5,-1,59.0,38.2,13.3
penn-state,26,25,-1,39.0,17.8,9.2
purdue,70,69,-1,21.9,4.9,8.2
ohio-state,46,44,-2,29.1,19.2,9.5
illinois,55,56,1,26.1,13.3,9.0
indiana,112,115,3,4.5,-15.0,5.3
michigan-state,20,15,-5,42.4,21.2,10.9
michigan,8,9,1,55.9,35.6,13.5
nebraska,21,20,-1,42.0,22.1,9.5
iowa,52,50,-2,27.8,10.5,7.2
northwestern,66,65,-1,23.6,8.2,8.0
minnesota,100,100,0,10.6,-5.0,8.9
oregon,4,4,0,65.8,47.0,14.6
stanford,3,3,0,66.1,42.4,13.8
washington,53,51,-2,27.5,10.0,9.0
california,38,38,0,33.0,19.7,7.5
oregon-state,98,98,0,11.5,-2.2,5.1
washington-state,84,86,2,15.5,2.4,5.7
southern-california,10,11,1,52.3,30.8,12.7
ucla,69,67,-2,22.2,8.2,8.0
utah,43,42,-1,30.4,15.2,8.7
arizona-state,51,48,-3,28.3,17.6,8.8
arizona,82,84,2,16.1,3.9,6.1
colorado,102,102,0,9.2,-7.7,2.9
cincinnati,22,23,1,41.9,22.0,10.2
west-virginia,34,36,2,35.9,13.2,6.6
louisville,54,54,0,27.1,9.2,8.1
rutgers,39,40,1,31.3,11.2,6.7
pittsburgh,57,63,6,25.9,12.9,7.9
connecticut,74,70,-4,20.9,8.8,6.3
south-florida,60,55,-5,25.2,18.7,9.2
syracuse,78,78,0,18.2,2.6,7.1
clemson,37,39,2,33.6,8.7,7.4
florida-state,30,30,0,38.1,22.1,9.3
wake-forest,77,77,0,19.7,0.4,5.5
north-carolina-state,65,66,1,24.2,4.0,4.9
boston-college,88,87,-1,14.1,-1.3,5.7
maryland,104,104,0,7.9,-7.3,7.1
virginia-tech,17,12,-5,44.7,19.4,9.0
georgia-tech,28,28,0,38.3,22.3,10.0
virginia,48,45,-3,28.5,6.7,7.9
north-carolina,49,46,-3,28.5,11.7,6.5
miami-fl,58,57,-1,25.8,12.7,7.8
duke,101,101,0,9.2,-9.4,5.8
brigham-young,33,35,2,36.2,13.7,10.5
notre-dame,23,22,-1,41.1,26.9,11.7
navy,72,73,1,21.4,14.6,6.8
army,80,80,0,17.8,14.3,9.0
texas-christian,12,16,4,48.7,25.9,9.3
boise-state,7,7,0,58.4,32.9,12.3
wyoming,68,72,4,22.2,-3.4,7.8
san-diego-state,47,53,6,28.8,7.1,5.5
air-force,42,43,1,30.6,15.4,7.8
colorado-state,108,109,1,6.7,-17.4,6.2
nevada-las-vegas,114,113,-1,4.4,-21.4,5.6
new-mexico,121,121,0,0.0,-38.9,10.3
ohio,40,37,-3,30.7,8.5,7.2
temple,27,27,0,39.0,23.4,11.7
kent-state,89,88,-1,14.0,-6.9,8.5
bowling-green-state,93,91,-2,13.6,-7.9,6.2
miami-oh,94,94,0,12.9,-4.5,8.0
buffalo,103,103,0,9.0,-10.1,6.4
akron,119,119,0,1.3,-32.2,8.7
northern-illinois,32,32,0,36.6,12.9,9.6
toledo,29,29,0,38.1,22.1,11.5
western-michigan,67,68,1,22.3,0.8,5.7
ball-state,85,83,-2,15.4,-8.1,6.0
eastern-michigan,75,76,1,20.7,2.5,6.6
central-michigan,106,107,1,6.9,-16.8,6.2
southern-mississippi,14,19,5,46.1,21.3,11.7
marshall,81,82,1,16.3,-6.3,6.2
east-carolina,96,92,-4,12.8,-9.8,6.6
central-florida,73,74,1,21.2,9.5,8.9
alabama-birmingham,113,114,1,4.4,-24.7,9.1
memphis,118,118,0,1.3,-33.6,9.1
houston,11,10,-1,50.2,22.1,13.5
tulsa,35,33,-2,35.8,18.4,10.1
southern-methodist,63,62,-1,24.4,4.4,9.1
rice,97,97,0,12.0,-6.8,7.9
texas-el-paso,92,90,-2,13.7,-7.5,11.2
tulane,115,116,1,3.5,-24.2,5.5
louisiana-tech,41,41,0,30.6,10.0,9.4
nevada,44,52,8,30.4,15.1,7.4
utah-state,45,49,4,29.5,13.5,7.7
hawaii,86,81,-5,14.9,-7.2,5.2
san-jose-state,95,93,-2,12.9,-9.5,6.7
fresno-state,99,96,-3,11.4,-6.6,4.5
new-mexico-state,109,106,-3,6.7,-20.0,9.5
idaho,110,108,-2,5.9,-15.5,8.0
arkansas-state,36,34,-2,35.8,8.8,8.8
western-kentucky,76,75,-1,20.3,-2.8,14.0
louisiana-lafayette,71,71,0,21.7,-4.1,7.6
florida-international,61,61,0,24.4,0.2,4.1
north-texas,91,99,8,13.8,-7.4,8.1
louisiana-monroe,87,95,8,14.5,-0.3,7.0
troy,111,111,0,4.7,-24.0,4.9
middle-tennessee-state,116,112,-4,3.0,-26.8,4.6
florida-atlantic,117,117,0,1.7,-29.9,7.5
fcs,120,120,0,1.0,-26.5,7.1
