Conference,Score
Southeastern Conference,37.9
Pacific-10 Conference,36.2
Big 12 Conference,34.1
Big Ten Conference,34.0
Atlantic Coast Conference,29.9
Independent,29.6
Big East Conference,28.4
Mountain West Conference,25.9
Western Athletic Conference,24.8
Conference USA,18.1
Mid-American Conference,13.7
Sun Belt Conference,11.2
FCS,1.6
