Conference,Score
Southeastern Conference,33.7
Pacific-10 Conference,29.5
Big 12 Conference,29.3
Big Ten Conference,28.0
Atlantic Coast Conference,24.6
Big East Conference,23.5
Mountain West Conference,21.3
Independent,17.5
Western Athletic Conference,17.4
Conference USA,15.0
Mid-American Conference,11.1
Sun Belt Conference,10.1
FCS,0.7
