Conference,Score
Southeastern Conference,37.3
Pacific-10 Conference,35.1
Big Ten Conference,33.9
Big 12 Conference,32.6
Atlantic Coast Conference,28.4
Big East Conference,24.7
Mountain West Conference,23.7
Independent,22.6
Western Athletic Conference,20.6
Conference USA,17.2
Mid-American Conference,13.0
Sun Belt Conference,10.2
FCS,1.1
