Conference,Score
Southeastern Conference,34.6
Pacific-10 Conference,34.1
Independent,29.7
Big Ten Conference,29.3
Big 12 Conference,27.9
Atlantic Coast Conference,26.7
Big East Conference,24.5
Mountain West Conference,23.6
Western Athletic Conference,23.3
Conference USA,15.2
Mid-American Conference,12.5
Sun Belt Conference,9.0
FCS,1.0
