Conference,Score
Southeastern Conference,35.1
Pacific-10 Conference,33.5
Big Ten Conference,30.6
Independent,29.7
Big 12 Conference,29.2
Atlantic Coast Conference,27.1
Big East Conference,24.4
Western Athletic Conference,23.7
Mountain West Conference,23.4
Conference USA,15.4
Mid-American Conference,13.0
Sun Belt Conference,8.6
FCS,1.0
