Conference,Score
Southeastern Conference,35.0
Pacific-10 Conference,33.6
Big Ten Conference,31.1
Big 12 Conference,30.3
Atlantic Coast Conference,27.3
Independent,27.1
Big East Conference,25.5
Mountain West Conference,23.6
Western Athletic Conference,22.8
Conference USA,15.9
Mid-American Conference,12.3
Sun Belt Conference,9.5
FCS,1.1
