Conference,Score
Pacific-10 Conference,36.9
Southeastern Conference,36.5
Big Ten Conference,33.4
Big 12 Conference,31.7
Atlantic Coast Conference,28.8
Independent,27.7
Big East Conference,26.9
Mountain West Conference,25.4
Western Athletic Conference,25.1
Conference USA,17.9
Mid-American Conference,14.4
Sun Belt Conference,10.5
FCS,1.4
