Conference,Score
Southeastern Conference,36.4
Pacific-10 Conference,34.7
Big Ten Conference,31.5
Big 12 Conference,29.8
Independent,29.4
Atlantic Coast Conference,27.4
Big East Conference,25.1
Western Athletic Conference,24.4
Mountain West Conference,23.7
Conference USA,16.0
Mid-American Conference,13.3
Sun Belt Conference,9.0
FCS,1.1
