Conference,Score
Southeastern Conference,34.7
Pacific-10 Conference,33.6
Independent,29.7
Big Ten Conference,29.4
Big 12 Conference,27.9
Atlantic Coast Conference,27.2
Big East Conference,24.6
Mountain West Conference,23.7
Western Athletic Conference,23.3
Conference USA,15.3
Mid-American Conference,12.6
Sun Belt Conference,9.1
FCS,1.0
