Conference,Score
Southeastern Conference,35.1
Pacific-10 Conference,33.3
Independent,30.0
Big Ten Conference,29.6
Big 12 Conference,27.6
Atlantic Coast Conference,27.0
Big East Conference,25.2
Mountain West Conference,23.8
Western Athletic Conference,23.3
Conference USA,15.4
Mid-American Conference,12.8
Sun Belt Conference,9.2
FCS,1.0
