Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
oregon,1,1,0,80.4,58.8,14.9
stanford,4,4,0,67.1,48.4,12.9
southern-california,26,28,2,36.3,28.6,10.8
washington,54,55,1,24.4,13.0,5.3
arizona,38,38,0,30.7,24.9,9.0
arizona-state,36,37,1,30.9,28.8,8.4
oregon-state,56,56,0,23.4,20.4,8.5
california,49,50,1,25.4,24.9,8.7
ucla,76,78,2,15.7,8.9,7.4
washington-state,102,102,0,7.0,-5.0,12.0
south-carolina,27,26,-1,36.0,25.9,9.5
florida,30,31,1,34.0,24.8,9.2
georgia,46,47,1,25.9,22.0,8.7
tennessee,65,65,0,20.7,10.9,7.8
kentucky,61,60,-1,22.8,12.5,5.8
vanderbilt,104,104,0,6.5,-7.2,5.9
auburn,2,2,0,68.8,44.9,12.8
louisiana-state,12,13,1,46.2,28.5,9.2
arkansas,13,14,1,45.3,27.4,8.5
alabama,9,9,0,52.8,41.7,10.9
mississippi-state,17,17,0,40.5,29.5,8.4
mississippi,73,73,0,16.2,10.1,6.9
missouri,20,20,0,39.0,22.2,8.8
nebraska,19,19,0,39.4,26.1,9.8
kansas-state,62,62,0,21.6,7.7,5.9
iowa-state,81,81,0,14.3,-0.3,4.7
colorado,75,75,0,15.9,3.3,5.7
kansas,107,107,0,5.4,-15.6,4.9
oklahoma,10,11,1,47.7,28.3,8.4
oklahoma-state,11,12,1,47.2,28.7,8.7
texas-am,18,18,0,39.6,24.5,8.3
baylor,57,57,0,23.1,10.6,6.7
texas-tech,60,61,1,22.8,5.7,4.9
texas,67,67,0,17.9,7.9,7.2
florida-state,15,15,0,41.8,29.6,9.6
maryland,31,29,-2,34.0,19.5,9.0
north-carolina-state,24,23,-1,36.8,23.7,7.9
boston-college,47,46,-1,25.9,13.0,6.8
clemson,51,49,-2,25.1,20.2,7.5
wake-forest,91,91,0,10.2,-0.3,6.4
virginia-tech,14,10,-4,43.9,27.8,9.4
miami-fl,41,41,0,29.0,21.8,8.1
north-carolina,42,42,0,27.0,12.8,5.7
georgia-tech,48,48,0,25.5,21.0,6.7
virginia,83,83,0,12.7,0.8,5.1
duke,98,97,-1,8.7,-5.3,5.4
