Conference,Score
Southeastern Conference,36.5
Pacific-10 Conference,36.3
Big Ten Conference,32.7
Big 12 Conference,30.6
Atlantic Coast Conference,28.1
Independent,28.1
Big East Conference,26.3
Mountain West Conference,25.2
Western Athletic Conference,24.8
Conference USA,17.0
Mid-American Conference,14.1
Sun Belt Conference,10.5
FCS,1.3
