Conference,Score
Southeastern Conference,36.8
Pacific-10 Conference,35.3
Big Ten Conference,34.0
Big 12 Conference,33.3
Atlantic Coast Conference,28.4
Big East Conference,26.0
Mountain West Conference,24.5
Western Athletic Conference,23.0
Independent,22.6
Conference USA,17.6
Mid-American Conference,13.4
Sun Belt Conference,9.4
FCS,1.4
