Conference,Score
Southeastern Conference,36.6
Pacific-10 Conference,35.3
Big Ten Conference,32.2
Independent,30.2
Big 12 Conference,29.8
Atlantic Coast Conference,28.2
Big East Conference,26.0
Western Athletic Conference,24.6
Mountain West Conference,23.7
Conference USA,16.5
Mid-American Conference,13.6
Sun Belt Conference,10.0
FCS,1.2
