Conference,Score
Southeastern Conference,43.5
Pac-12 Conference,42.5
Atlantic Coast Conference,39.0
Big Ten Conference,39.0
Big 12 Conference,35.0
American Athletic Conference,26.0
Independent,25.6
Mountain West Conference,23.5
Sun Belt Conference,21.6
Conference USA,20.6
Mid-American Conference,19.7
FCS,3.3
