Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
stanford,8,7,-1,61.1,41.2,19.0
oregon,4,6,2,69.7,47.6,20.3
washington,18,17,-1,52.2,37.2,16.4
oregon-state,64,64,0,28.2,9.8,16.2
washington-state,73,73,0,23.7,6.9,15.5
california,112,112,0,6.8,-7.1,13.8
arizona-state,19,18,-1,52.0,34.6,20.6
ucla,15,19,4,54.4,33.6,14.9
southern-california,21,20,-1,48.2,28.8,18.1
arizona,25,30,5,44.3,31.9,16.1
utah,58,61,3,30.0,25.0,17.0
colorado,96,96,0,12.8,-4.9,15.4
missouri,7,8,1,64.7,39.7,20.1
south-carolina,11,12,1,60.3,35.4,16.9
georgia,26,21,-5,43.8,31.0,15.4
vanderbilt,42,46,4,37.0,13.7,14.4
florida,77,77,0,22.7,17.0,16.5
tennessee,68,69,1,25.4,14.5,13.6
kentucky,103,103,0,10.8,-0.2,15.0
auburn,2,3,1,71.4,48.4,22.6
alabama,5,4,-1,68.5,46.1,18.9
louisiana-state,16,16,0,54.0,33.1,15.3
texas-am,28,29,1,43.4,23.6,15.0
mississippi,31,32,1,41.5,27.2,15.6
mississippi-state,40,49,9,37.0,26.5,14.8
arkansas,86,86,0,16.1,8.2,11.8
baylor,6,5,-1,66.0,42.9,20.3
oklahoma,13,15,2,55.3,28.9,12.6
oklahoma-state,17,13,-4,52.4,30.8,14.0
texas,43,42,-1,36.4,18.5,16.3
kansas-state,44,43,-1,36.3,18.2,18.1
texas-tech,61,60,-1,29.5,6.7,12.7
texas-christian,83,81,-2,19.5,8.6,11.0
west-virginia,89,89,0,15.0,-3.5,12.4
iowa-state,102,102,0,11.2,-7.5,12.5
kansas,105,104,-1,10.0,-11.5,12.1
ohio-state,3,2,-1,70.8,47.6,22.4
wisconsin,12,9,-3,56.4,43.6,20.3
penn-state,52,57,5,31.7,12.8,11.3
indiana,72,72,0,23.8,11.0,14.6
illinois,92,92,0,14.7,-4.2,12.4
purdue,115,115,0,4.1,-21.4,12.4
michigan-state,9,10,1,61.1,29.9,18.4
nebraska,35,45,10,38.5,16.1,13.3
iowa,36,34,-2,38.3,21.7,17.0
minnesota,50,48,-2,33.8,14.0,16.4
michigan,56,58,2,30.9,14.9,13.7
northwestern,74,75,1,23.4,10.0,13.7
florida-state,1,1,0,87.3,54.8,19.7
clemson,10,11,1,61.1,36.4,17.1
boston-college,57,51,-6,30.7,14.5,20.2
syracuse,55,56,1,31.4,15.8,13.4
maryland,67,67,0,26.2,6.0,11.5
wake-forest,84,84,0,17.0,1.8,16.4
north-carolina-state,94,94,0,13.1,-1.4,13.6
duke,30,26,-4,41.8,19.3,16.6
miami-fl,34,35,1,40.2,18.6,17.6
virginia-tech,38,33,-5,37.3,20.0,16.1
georgia-tech,23,23,0,45.9,43.3,18.6
north-carolina,51,52,1,32.0,17.0,15.2
pittsburgh,62,62,0,29.1,14.7,14.9
virginia,100,99,-1,11.7,3.2,13.4
central-florida,20,22,2,50.6,18.0,15.7
louisville,14,14,0,54.9,23.1,15.4
cincinnati,48,47,-1,34.3,9.5,12.2
houston,47,39,-8,34.5,15.2,16.3
southern-methodist,90,90,0,14.9,-9.5,12.0
rutgers,82,83,1,19.6,-1.8,12.5
connecticut,107,107,0,9.3,-13.8,13.3
south-florida,111,111,0,7.2,-14.5,16.2
memphis,97,97,0,12.7,-2.7,17.1
temple,108,108,0,9.1,-7.1,13.5
utah-state,29,28,-1,42.3,25.7,16.3
boise-state,45,44,-1,36.0,17.8,16.8
colorado-state,60,59,-1,29.8,10.1,19.8
wyoming,91,91,0,14.8,-9.7,13.1
new-mexico,101,101,0,11.5,-6.5,13.2
air-force,110,110,0,8.0,-11.5,13.5
fresno-state,32,31,-1,41.2,10.5,14.2
san-diego-state,69,68,-1,25.1,-0.8,16.6
nevada-las-vegas,79,79,0,19.9,-5.9,15.8
san-jose-state,80,80,0,19.9,-3.7,13.1
nevada,93,93,0,14.2,-5.6,11.5
hawaii,113,113,0,5.7,-12.8,13.8
new-mexico-state,122,122,0,1.6,-37.1,17.1
navy,27,27,0,43.4,23.7,14.6
brigham-young,24,25,1,45.2,33.4,19.3
army,95,95,0,13.1,-1.5,14.4
idaho,118,118,0,2.4,-30.7,15.3
notre-dame,33,36,3,40.5,19.1,14.4
louisiana-lafayette,53,54,1,31.6,5.4,17.1
arkansas-state,65,66,1,28.1,4.3,14.2
western-kentucky,54,55,1,31.6,7.0,13.2
louisiana-monroe,85,85,0,16.4,-10.7,12.5
south-alabama,76,76,0,22.9,2.4,14.7
troy,81,82,1,19.7,-4.1,13.4
texas-state,87,87,0,16.0,-11.5,13.6
georgia-state,121,121,0,2.0,-27.7,13.4
marshall,39,40,1,37.2,12.4,14.9
east-carolina,41,41,0,37.0,8.9,17.3
middle-tennessee-state,71,71,0,24.7,-1.4,14.0
florida-atlantic,78,78,0,22.2,1.0,17.8
alabama-birmingham,114,114,0,5.1,-23.1,13.9
florida-international,126,126,0,0.0,-43.5,14.3
southern-mississippi,124,124,0,0.8,-39.1,12.4
rice,49,37,-12,34.2,7.9,13.6
north-texas,46,50,4,34.9,10.5,17.0
texas-san-antonio,66,65,-1,26.4,3.4,13.1
tulane,75,74,-1,23.3,0.5,15.8
louisiana-tech,109,109,0,8.3,-21.3,12.7
tulsa,106,106,0,9.7,-12.4,11.7
texas-el-paso,116,116,0,3.9,-27.7,13.0
bowling-green-state,37,38,1,38.2,13.8,12.9
buffalo,70,70,0,24.8,-1.3,18.4
ohio,88,88,0,15.3,-14.5,15.8
akron,99,100,1,11.8,-16.4,14.3
kent-state,98,98,0,12.0,-11.4,10.9
massachusetts,119,120,1,2.0,-32.7,16.7
miami-oh,125,125,0,0.3,-41.2,14.9
northern-illinois,22,24,2,45.9,15.6,15.0
ball-state,59,53,-6,29.9,-1.1,13.7
toledo,63,63,0,28.9,7.9,15.9
central-michigan,104,105,1,10.1,-23.3,14.0
eastern-michigan,123,123,0,1.3,-38.3,14.4
western-michigan,120,119,-1,2.0,-32.8,13.3
fcs,117,117,0,2.9,-25.0,13.5
